Model,Pris,Kørte_kilometer,Link_til_bil,scrapedate,Pris_DKK,Pris_med_afgift
VW ID.4 Pure Navi LED PDC GRA LaneAssist,23877,18937,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875200673num_on_page1page71premiumfalsesearch_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,177883.65,222354.5625
VW ID.4 Volkswagen Pure Performance 125kw LEDNAVIACCSHZCCS,25830,47472,httpswww.12gebrauchtwagen.decpartnercar_ad_id1906028449num_on_page2page71premiumfalsesearch_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,192433.5,240541.875
VW ID.4 Volkswagen Pro Performance 204PS 77kWh CCS19Wärmepumpe,29900,55916,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894195650num_on_page3page71premiumfalsesearch_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,222755,278443.75
"VW ID.4 Volkswagen Pro Perfo, Matrix, WäPu, AHK, Pano, 20 AS",38750,27000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897557378num_on_page1page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,288687.5,360859.375
VW ID.4 Volkswagen Pro GOAL hAHKKlimaNavi,543000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1870388689num_on_page3page71search_id56363576titleVWID.4gebrauchtkaufen,2024-11-22,4045350,5056687.5
VW ID.4 PURE NAVILEDACCSHZ,27412,11600,httpswww.12gebrauchtwagen.decpartnercar_ad_id1898810220num_on_page2page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,204219.4,255274.25
VW ID.4 Volkswagen Max ACC DCC HuD PANO eSITZE IQ.LIGHT 360,35950,23817,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897510058num_on_page3page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,267827.5,334784.375
VW ID.4 Volkswagen Pro Performance Pumpe IQLight Pano ACC LM21,35950,15820,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904770817num_on_page1page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,267827.5,334784.375
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,39485,9094,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894623112num_on_page2page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,294163.25,367704.0625
VW ID.4 Volkswagen GTX 4M MATRIX ACC 21 DCC WÄPU NAVI CAM,37690,19900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1899271456num_on_page3page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,280790.5,350988.125
VW ID.4 Performance Pro 77 kWh Family,34750,27432,httpswww.12gebrauchtwagen.decpartnercar_ad_id1811418870num_on_page1page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,258887.5,323609.375
VW ID.4 Pro Performance 77 kWh WÄPU TELEMATIK NAV,34970,3400,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907961321num_on_page2page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,260526.5,325658.125
VW ID.4 Volkswagen GTX WOCHEN GTX 4MOTION 250 kW 340 PS 77 kWh 1GangAutomatik,439000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904917942num_on_page3page71search_id56363576titleVWID.4gebrauchtkaufen,2024-11-22,3270550,4088187.5
VW ID.4 GTX AHKMatrixTravelNavi360Wärmepumpe,41780,17180,httpswww.12gebrauchtwagen.decpartnercar_ad_id1853248157num_on_page3page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,311261,389076.25
VW ID.4 Volkswagen Pro Performance PANO MASSAGE MATRIX 360,34890,38000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897429825num_on_page1page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,259930.5,324913.125
"VW ID.4 Volkswagen ProPerformanceJETZT ab 2,74 Zins",38250,6325,httpswww.12gebrauchtwagen.decpartnercar_ad_id1887050277num_on_page2page71search_id56382869titleVWID.4gebrauchtkaufen,2024-11-22,284962.5,356203.125
VW ID.4 Pro Performance WÄRMENAVIAHKACCRCAM,36430,21400,httpswww.12gebrauchtwagen.decpartnercar_ad_id1888331530num_on_page2page72premiumfalsesearch_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,271403.5,339254.375
VW ID.4 Volkswagen Pure Performance LED Navi PDC Bluetooth Klima,24650,20891,httpswww.12gebrauchtwagen.decpartnercar_ad_id1826940634num_on_page3page72premiumfalsesearch_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,183642.5,229553.125
VW ID.4 Volkswagen GTX 4Motion IQ.LIGHT ACC KAMERA NAV HEAD UP,41950,13500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1806486461num_on_page1page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,312527.5,390659.375
VW ID.4 Pro Perfomance 77 kWh AHK ACC MATRIX NAV WP LM PDC RFK SHZ Anschl.Gar.,43740,13100,httpswww.12gebrauchtwagen.decpartnercar_ad_id1837913004num_on_page2page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,325863,407328.75
VW ID.4 Volkswagen Pro Performance 77 kWh WÄPU TELEMATIK NAV,34969,3400,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907165594num_on_page3page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,260519.05000000002,325648.8125
VW ID.4 Volkswagen Pure Performance NaviCCS LED,24199,28890,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894141645num_on_page4page72search_id56363630titleVWID.4gebrauchtkaufen,2024-11-22,180282.55000000002,225353.18750000003
VW ID.4 Pure 52 kWh,26950,36400,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903332794num_on_page4page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,200777.5,250971.875
VW ID.4 Volkswagen Pro Performance IQ.LIGHT Assistenzpaket Kam,46280,4980,httpswww.12gebrauchtwagen.decpartnercar_ad_id1864273672num_on_page1page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,344786,430982.5
VW ID.4 Volkswagen GTX 4MOTION SPORTWOCHENAKTION Klima,439000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1896155025num_on_page2page72search_id56363630titleVWID.4gebrauchtkaufen,2024-11-22,3270550,4088187.5
VW ID.4 Pure Move ALU 19 NAVI AHK RearView,44950,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1898776037num_on_page2page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,334877.5,418596.875
VW ID.4 PRO LM21 KAMERA NAVI IQ.LIGHT ACC,36590,20388,httpswww.12gebrauchtwagen.decpartnercar_ad_id1825586206num_on_page4page72search_id56303856titleVWID.4gebrauchtkaufen,2024-11-22,272595.5,340744.375
VW ID.4 Pro 77kw LED Navi Sitz DAB,49355,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910139689num_on_page3page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,367694.75,459618.4375
VW ID.4 Volkswagen PURE LM19 NAVIPRO APPCONNECT PDC,22880,39734,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907165927num_on_page1page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,170456,213070
VW ID.4 Volkswagen Pro 286 PS,403000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1825559632num_on_page2page72search_id56363630titleVWID.4gebrauchtkaufen,2024-11-22,3002350,3752937.5
VW ID.4 Volkswagen Pure Performance LED GRA PDC SHZ NAVI,27879,16500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901612734num_on_page2page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,207698.55000000002,259623.18750000003
VW ID.4 Pure Performance Navi LED AppConnect FrontAssist,24777,28509,httpswww.12gebrauchtwagen.decpartnercar_ad_id1893193222num_on_page3page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,184588.65,230735.8125
VW ID.4 Pro Performance AHK ACC Matrix LED Kamera,38490,8778,httpswww.12gebrauchtwagen.decpartnercar_ad_id1888304500num_on_page4page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,286750.5,358438.125
VW ID.4 Volkswagen Pro Performance Wärmepumpe2.Jahre AG,38490,5950,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897571463num_on_page1page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,286750.5,358438.125
VW ID.4 1st Pro Performance 77 kWh 5 Türen,29350,23000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910334686num_on_page2page72search_id56382930titleVWID.4gebrauchtkaufen,2024-11-22,218657.5,273321.875
VW ID.4 Volkswagen PRO PERFORMANCE AHK NAVI LED,25880,75825,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894679947num_on_page1page73premiumfalsesearch_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,192806,241007.5
VW ID.4 PRO LM19 NAVIPRO APPCONNECT PDC,26180,57718,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907992115num_on_page2page73premiumfalsesearch_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,195041,243801.25
VW ID.4 Pro Goal 77kWhAHKMatrixTravelNaviSitzhz,55695,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1813389532num_on_page3page73premiumfalsesearch_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,414927.75,518659.6875
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,39164,13314,httpswww.12gebrauchtwagen.decpartnercar_ad_id1899855264num_on_page1page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,291771.8,364714.75
VW ID.4 Volkswagen Pure 125 kW 170 PS 52 kWh 1GangAutomatik,333000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902675818num_on_page2page73search_id56363707titleVWID.4gebrauchtkaufen,2024-11-22,2480850,3101062.5
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,37345,4949,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894477968num_on_page2page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,278220.25,347775.3125
VW ID.4 GTX 4M PanoIQ.LightNavi,41980,16345,httpswww.12gebrauchtwagen.decpartnercar_ad_id1826619980num_on_page3page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,312751,390938.75
VW ID.4 Pure Performance 125 kW 52 kWh SOFORT,50880,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1825840650num_on_page4page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,379056,473820
"VW ID.4 Volkswagen Pro Performance 150 kW, Matrix, AHK, ACC, 360",34650,26800,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903700270num_on_page1page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,258142.5,322678.125
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,37950,4500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910337654num_on_page2page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,282727.5,353409.375
VW ID.4 Volkswagen PURE LM19 NAVIPRO SITZH ACC PDC LED,24349,35903,httpswww.12gebrauchtwagen.decpartnercar_ad_id1899864929num_on_page3page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,181400.05000000002,226750.06250000003
VW ID.4 Volkswagen Pure 52 kWh 109 kW Pure Pure,26999,23000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1853068220num_on_page4page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,201142.55000000002,251428.18750000003
VW ID.4 Volkswagen Pro Performance AHK Navi LED ACC SHZ,378000,29090,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905747910num_on_page5page73search_id56363707titleVWID.4gebrauchtkaufen,2024-11-22,2816100,3520125
VW ID.4 Volkswagen Pro Perform. 77 kWh 150 kW Pro Wärmepume,33799,14000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1906797540num_on_page1page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,251802.55000000002,314753.1875
VW ID.4 Pro Performance NAVIAHKACCMATRIXLED360,41450,12800,httpswww.12gebrauchtwagen.decpartnercar_ad_id1825625225num_on_page2page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,308802.5,386003.125
VW ID.4 Pro GOAL,53823,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1872966449num_on_page3page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,400981.35000000003,501226.68750000006
VW ID.4 Pro Performance WÄRMEPUMPE CAM ACC LM20 NAVI,37384,1315,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903308577num_on_page4page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,278510.8,348138.5
VW ID.4 Volkswagen Pro LED Matrix Alu AHK easy open,37590,25966,httpswww.12gebrauchtwagen.decpartnercar_ad_id1887429920num_on_page5page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,280045.5,350056.875
VW ID.4 Pure PDC LED Navi AppConnect LaneAssist Climatronic,24777,28888,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907852106num_on_page1page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,184588.65,230735.8125
VW ID.4 GTX 4Mo. 5.J.GAR PANO IQLIGHT AHK KAMERA,43950,11600,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907950234num_on_page2page73search_id56382974titleVWID.4gebrauchtkaufen,2024-11-22,327427.5,409284.375
VW ID.4 Family DSG AHKKEYLESSPANO,32490.000000000004,49818,httpswww.12gebrauchtwagen.decpartnercar_ad_id1888301014num_on_page1page74premiumfalsesearch_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,242050.50000000003,302563.12500000006
VW ID.4 Volkswagen 77 kwh Wärmepumpe inkl. VollkaskoVersicherung,474000,20,httpswww.12gebrauchtwagen.decpartnercar_ad_id1529559796num_on_page2page74premiumfalsesearch_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,3531300,4414125
VW ID.4 Volkswagen E21,430000,8778,httpswww.12gebrauchtwagen.decpartnercar_ad_id1870380931num_on_page3page74premiumfalsesearch_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,3203500,4004375
VW ID.4 Volkswagen 150 kW Pro Performance inkl. VollkaskoVersicherung,449000,20,httpswww.12gebrauchtwagen.decpartnercar_ad_id1529555922num_on_page1page74search_id56363782titleVWID.4gebrauchtkaufen,2024-11-22,3345050,4181312.5
VW ID.4 Volkswagen 77 kwh Wärmepumpe inkl. VollkaskoVersicherung,474000,20,httpswww.12gebrauchtwagen.decpartnercar_ad_id1529308381num_on_page2page74search_id56363782titleVWID.4gebrauchtkaufen,2024-11-22,3531300,4414125
VW ID.4 Volkswagen 150 kW Pro Performance inkl. VollkaskoVersicherung,449000,20,httpswww.12gebrauchtwagen.decpartnercar_ad_id1529301518num_on_page3page74search_id56363782titleVWID.4gebrauchtkaufen,2024-11-22,3345050,4181312.5
VW ID.4 Pro Performence ACC MatrixLED NaviPro Rear View CCS Wärmepumpe 1GangAutomatik,37980,7154,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907974663num_on_page1page74search_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,282951,353688.75
VW ID.4 Volkswagen Pro Performance NAVI MATRIXLED ACC PDC,30500,50000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1906310896num_on_page2page74search_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,227225,284031.25
VW ID.4 Volkswagen Pro 77 kWh Move AHK LED NAVI RFK WINTERRÄDER,518000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1872232039num_on_page2page74search_id56363782titleVWID.4gebrauchtkaufen,2024-11-22,3859100,4823875
VW ID.4 Pro Performance Pumpe IQLight Pano ACC LM21,35950,15820,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903282218num_on_page1page74search_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,267827.5,334784.375
VW ID.4 Volkswagen Pro 77 kWh 0325 Abgabe AHK TopAusstattun,59999,9999,httpswww.12gebrauchtwagen.decpartnercar_ad_id1895581192num_on_page2page74search_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,446992.55,558740.6875
"VW ID.4 Pro 210 kW 286 PS 77 kWh AHK, Navi",50270,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1851455094num_on_page3page74search_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,374511.5,468139.375
VW ID.4 Pro GOALMATRIXLEDKAMERA,57393,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1877570388num_on_page1page74search_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,427577.85000000003,534472.3125
VW ID.4,28570,39470,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905544716num_on_page2page74search_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,212846.5,266058.125
VW ID.4 Volkswagen GTX Max 77 kWh VollausstattungAKTION,37990,64000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1906252086num_on_page3page74search_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,283025.5,353781.875
VW ID.4 Pro Performance AHK Navi Matrix Kamera,38760,18260,httpswww.12gebrauchtwagen.decpartnercar_ad_id1854607560num_on_page4page74search_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,288762,360952.5
VW ID.4 Pro GOAL AHKMATRIXNAVIKLIMA,57299,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1886045851num_on_page1page74search_id56383031titleVWID.4gebrauchtkaufen,2024-11-22,426877.55,533596.9375
VW ID.4 Goal Pro AHKklappbar Navi LED ACC El. Heckklappe Apple CarPlay Android Auto,53824,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1851475255num_on_page1page75premiumfalsesearch_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,400988.8,501236
VW ID.4 Volkswagen GTX 4M 299HP EHEAT MATRIXLED NAVI VAT,38591,49800,httpswww.12gebrauchtwagen.decpartnercar_ad_id1895770166num_on_page2page75premiumfalsesearch_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,287502.95,359378.6875
VW ID.4 Pro Performance NAVI LED ACC AHK,37749,25917,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905746152num_on_page3page75premiumfalsesearch_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,281230.05,351537.5625
VW ID.4 1st Pro Performance 77 kWh 5 Türen,30950,40150,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910335329num_on_page1page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,230577.5,288221.875
VW ID.4 Pro Performance IQ.LIGHTAHKDIGITALNAVIKAMERAWÄRMEPUMPE20ZOLL,37499,14400,httpswww.12gebrauchtwagen.decpartnercar_ad_id1854625678num_on_page2page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,279367.55,349209.4375
VW ID.4 Pro WÄRMEIQLAHKACCNAVI36019SHZ,48980,3000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901129515num_on_page3page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,364901,456126.25
VW ID.4 Volkswagen GTX 4MOTION SOFORTPANOAREAVIEWELEKTR.HECKKLAPPE,589000,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891048846num_on_page4page75search_id56363854titleVWID.4gebrauchtkaufen,2024-11-22,4388050,5485062.5
VW ID.4 Pro Performance 150 kW 204 PS 77 kWh 1Ga,44900,24000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1764335149num_on_page4page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,334505,418131.25
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,55875,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1877554623num_on_page1page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,416268.75,520335.9375
VW ID.4 Pro 195 kW 4MOTION PANOAHKHUDNAVIMET,40450,14700,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901149152num_on_page2page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,301352.5,376690.625
VW ID.4 GTX 4Motion AHK Headup Pano MatrixLED,68900,8900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1643323853num_on_page3page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,513305,641631.25
VW ID.4 GTX Keyless Access Schließ u. Startsystem,36830,20000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1853268583num_on_page4page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,274383.5,342979.375
VW ID.4 GTX 4Motion AHK Panorama 360 Kamera,68980,9900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1643286886num_on_page5page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,513901,642376.25
VW ID.4 Pro 1st Edition ACC LED NAVI 5J Garantie,42985,19495,httpswww.12gebrauchtwagen.decpartnercar_ad_id1603374323num_on_page1page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,320238.25,400297.8125
VW ID.4 Pure Komfortpaket,44066,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1851503271num_on_page2page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,328291.7,410364.625
VW ID.4 Volkswagen Pro Performance 150 kWWÄRMEPUMPEAHK,30980,34600,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897406894num_on_page3page75search_id56383091titleVWID.4gebrauchtkaufen,2024-11-22,230801,288501.25
VW ID.4 Volkswagen Pro Performance NAVI AHK PANO LED,444000,24215,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905751997num_on_page1page76premiumfalsesearch_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,3307800,4134750
"VW ID.4 Pure Performance, Infotainment Paket, LED, App Connect",26900,28000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1877479381num_on_page2page76premiumfalsesearch_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,200405,250506.25
VW ID.4 Volkswagen GTX.4Mot.Matrix.ErgoActiv.AHK.360.IQ.HuD.,35950,84514,httpswww.12gebrauchtwagen.decpartnercar_ad_id1871008436num_on_page3page76premiumfalsesearch_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,267827.5,334784.375
VW ID.4 Volkswagen Pro Performance mit InfotaintP Gar. 03.27,38990,11500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1886850971num_on_page1page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,290475.5,363094.375
VW ID.4 PRO LM21 KAMERA NAVI IQ.LIGHT ACC,36590,20388,httpswww.12gebrauchtwagen.decpartnercar_ad_id1825656653num_on_page2page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,272595.5,340744.375
VW ID.4 Performance Komfort und InfotainmentPaket,33990,9990,httpswww.12gebrauchtwagen.decpartnercar_ad_id1879287268num_on_page3page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,253225.5,316531.875
VW ID.4 Pro 77kWhAHKMatrixWärmepumpe02.29Garantie,37270,24420,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905520164num_on_page4page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,277661.5,347076.875
VW ID.4 Pro Performance Head UpKameraNavi,37700,9340,httpswww.12gebrauchtwagen.decpartnercar_ad_id1879311800num_on_page5page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,280865,351081.25
VW ID.4 Move 286 PS 77 kWh AHK,56048,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1762447269num_on_page1page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,417557.60000000003,521947.00000000006
"VW ID.4 Volkswagen GTX 22077 388,ohne Anzahlung Pano Anschlu",34949,37863,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907096189num_on_page2page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,260370.05000000002,325462.5625
VW ID.4 Pro Performance AHKRFKNaviLED,32980,70060,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903357593num_on_page3page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,245701,307126.25
VW ID.4 Volkswagen Pro Performance 150 kW mit Infotaiment Paket,42000,21500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897562905num_on_page1page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,312900,391125
VW ID.4 Pro Goal 77 kWh,57392,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1825777632num_on_page2page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,427570.4,534463
VW ID.4 PRO UPE65 PANO AHK KAMERA,40540,19985,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903482468num_on_page3page76search_id56304019titleVWID.4gebrauchtkaufen,2024-11-22,302023,377528.75
VW ID.4 Volkswagen Pro Performance AHK PANO REAR VIEW WÄRMEP,429000,18490,httpswww.12gebrauchtwagen.decpartnercar_ad_id1896155020num_on_page4page76search_id56363918titleVWID.4gebrauchtkaufen,2024-11-22,3196050,3995062.5
VW ID.4 PRO PERFORMANCE WÄRMEPUMPE PANO AHK,36250,39947,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890891816num_on_page1page76search_id56383167titleVWID.4gebrauchtkaufen,2024-11-22,270062.5,337578.125
VW ID.4 Pro Performance Automatik Navi AHK RKamera,33300,18218,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903238519num_on_page1page77premiumfalsesearch_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,248085,310106.25
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,55695,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1877543469num_on_page2page77premiumfalsesearch_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,414927.75,518659.6875
VW ID.4 Pure PerformanceMATRIXACCRFKAPPNAVPDC,36520,6500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1895115261num_on_page3page77premiumfalsesearch_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,272074,340092.5
VW ID.4 Pro Performance Family 77 KWh Kam. Matrix Panoramadach,29390,73027,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875289726num_on_page1page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,218955.5,273694.375
VW ID.4 Pro Perf. WärmePu CCS NaviPro MatrixLED AHK 1GangAutomatik,36951,16272,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905623992num_on_page2page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,275284.95,344106.1875
VW ID.4 Volkswagen Pro GOAL AHK RearView Navi SHZ 20,502000,35,httpswww.12gebrauchtwagen.decpartnercar_ad_id1851396801num_on_page3page77search_id56363989titleVWID.4gebrauchtkaufen,2024-11-22,3739900,4674875
VW ID.4 Pro 210 kW Goal AHK RÜCKFAHR IQ LIGHT NAVI SHZ,53823,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894879996num_on_page3page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,400981.35000000003,501226.68750000006
VW ID.4 GTX 4Motion 220 KW Sportpaket AHKklappbar Navi Leder Soundsystem Allrad HUD,44900,42500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1766125616num_on_page4page77search_id56383208titleVWID.4gebrauchtkaufen,2024-11-22,334505,418131.25
VW ID.4 Volkswagen GTX 4MOTION SOFORTAHKPANORAMA21ZOLLGARANTIEVERL,565000,15,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891048918num_on_page1page77search_id56363989titleVWID.4gebrauchtkaufen,2024-11-22,4209250,5261562.5
