Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil,car_id
259.999 kr.,VW ID.4Pro Performance Tech 5d,"6/2021, 61.000 km, 534 km rækkevidde, El","️BEMÆRK TECH PERFORMANCE MODEL MED ALT TÆNKELIGT UDSTYR SOM VARMEPUMPE, 360 KAMERA, PANORAMAGLASTAG, EL SÆDER M. MEMORY, ADAPTIV FARTPILOT MM.️. . 𝘽𝙡𝙞𝙫 𝙠ø𝙧𝙚𝙣𝙙𝙚 𝙛𝙧𝙖 𝙠𝙪𝙣 2.927 𝙠𝙧. 𝙞 𝙢å𝙣𝙚𝙙𝙡𝙞𝙜 𝙮𝙙𝙚𝙡𝙨𝙚 𝙤𝙜 𝙢𝙚𝙙 20 𝙞 𝙪𝙙𝙗𝙚𝙩𝙖𝙡𝙞𝙣𝙜. . 𝙀𝙡𝙡𝙚𝙧 𝙗𝙡𝙞𝙫 𝙠ø𝙧𝙚𝙣𝙙𝙚 𝙛𝙧𝙖 𝙠𝙪𝙣 3.989 𝙠𝙧. 𝙞 𝙢å𝙣𝙚𝙙𝙡𝙞𝙜 𝙮𝙙𝙚𝙡𝙨𝙚 𝙢𝙚𝙙 0 𝙠𝙧. 𝙞 𝙪𝙙𝙗𝙚𝙩𝙖𝙡𝙞𝙣𝙜. . Om . Bemærk ekstrem velholdt og til Danmarks billigste pris i Tech Performance Udgave med Varmepumpe, ElBagklap, Adaptiv Fartpilot, 360 Kamera, 77 KwH batteri og mm.. . ️En ID.4, der er udstyret med alt tænkeligt Giver dig alt det bedste fra Elverdenen. Opgivet til Elektrisk Rækkevidde på 534 km Batteri Kapacitet på 77 KWh. . ️VW ID.4 TECH PERFORMANCE der kombinerer udstyr, størrelse, komfort og udseende i en perfekt bil.. . EKSTRAUDSTYR️. ️ FULDT UDSTYRET TECH PERFORMANCE. ️ Absolut fuldt udstyret ID.4 Tech Svarende Til En Max. ️ Tech Udgave med alt tænkeligt i udstyr. ️ Varmepumpe. ️ Panorama Glastag. ️ 360 Kamera. ️ MatrixBeam. ️ Front Assist, der advarer og bremser ved biler, fodgængere og cyklister. ️ LEDforlygte med variabel lysfordeling. ️ LEDbaglygte, animerede lysfunktioner. ️ Komfortåbning til bagklap virtuel pedal og easy close. ️ Nøglefrit låse og startsystem Keyless Advanced uden safefunktion. ️ Dynamisk styring. ️Alcantara sæder m. Memory Massage. ️ Adaptiv undervogn. ️ Den Aller Største IQ Lygtepakke. ️ Alle De Mulige Assistenter. ️ Adaptiv Fartpilot. ️ Blindvikelsassistent. ️ Laneassist. ️ Frontassist. ️ Udkørselsassistent. ️ Emergency assistent. ️ Digitalt Speedometer. ️ Klimaanlæg Med 3 Zoner. ️ SportKomfortsæder. ️ Headup Display. ️ Bemærk med Varmepumpe. ️ 20 Flotte Alufælge. ️ Varme i rat. ️ Nøglefri Betjening. ️ 1 Ejers. ️ Fuld Serivcebog. ️ Klimatisering, Bilstatus, Lade status M.M. Kan Ses Og Kontrolleres Fra VW We Connect App. . . VED FINANSIERING HOS OS TILBYDER VI️. 12 mdr. mekanisk forsikring. Brugtbilsattest. Gratis lånebil. Hent bringeservice. . VED KØB AF BIL INKLUDERES. Nyserviceret efter fabrikantens anvisninger. ️ 100 Mekanisk gennemgået. ️ Bilen leveres altid Nysynet. ️ leveres altid professionelt klargjort. ️ Ingen ekstra omkostninger. . Om Au2Vest. Hos Au2vest er kunderne første prioritet og derfor gør vi altid alt vi behersker for en god handel.. Au2vest er din garanti for kvalitetsbiler til lave priser. Vi har 15 års erfaring med indkøb, salg samt reparation alle størrelser.. Vi er godkendte til at reparerer på alle bilmærker samt modeller og har det hele på vores matrikel.. Ekstrem kompetente folk der er klar til hjælpe dig med dit behov og evt. skræddersyge din vej.. En god handel er en tryg handel og derfor er kommunikation vejen frem for os i en handel.. Beliggende midt på Sjælland med gode muligheder for tilkørsel fra motorvej eller tog.. . Åbent alle hverdage fra 9301730 og om søndagen fra 11001500 . . Der tages forbehold for evt. tastefejl.,","Taastrup, København",id10550,Detaljer,"Rugvænget 33, 2630 Taastrup",CVR-nr.: 37874299,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-tech-5d/6340513,6340513
189.700 kr.,VW ID.4Pure 5d,"12/2021, 26.000 km, 343 km rækkevidde, El","WLTP Rækkevidde 343 KM.. Lyn ladning med op til 100 KWH. . . Vigtigt udstyr på din kommende VW ID.4. ️ Trådløs apple carplay Android Auto. ️ Bluetooth. ️ Navigation. ️ Fart begrænser. ️ Psensor for og bag. ️ App styring, så du kan tænde klimaanlægget fra din smartphone. ️ Trådløs mobilopladning. . . Vidste du at vi hos Pedersen Nielsen. ️ Attraktiv rente på finansiering. ️ Tager din nuværende bil i bytte få et uforpligtende tilbud.. ️ Sælger alle vores brugte biler online. Bilen leveres klargjort til din Pedersen Nielsen afdeling eller endda. hjemme hos dig selv, nemmere bliver det ikke.. ️ Har serviceaftaler til alle brugte biler. Priserne starter fra kun 99, pr. måned. ️ Er klar til at hjælpe dig Kontakt os via telefon, mail eller chat httpswww.autohus.dkkontakt. ️ Hjælper dig med at finde drømmebilen. Vi har mange biler på lager og flere på vej se vores biler her. httpswww.autohus.dkbrugtebiler. . Bilen er importeret og kan variere fra tilsvarende Dansk model. . . automatisk nødbremsesystem, Apple CarPlay, Android Auto, airc., 4x elruder, isofix, navigation, 2 zone klima, håndfrit til mobil, kørecomputer, multifunktionsrat, parkeringssensor bag, udv. temp. måler, USB tilslutning, auto. nedbl. Bakspejl, bluetooth, 1 ejer, parkeringssensor for, DAB radio, trådløs mobilopladning, musikstreaming via bluetooth, fjernb. c.lås, alarm, højdejust. førersæde, elklapbare sidespejle m. varme, nøglefri betjening, elektrisk parkeringsbremse, automatisk lys, fuld LED forlygter, service ok, lev. nysynet, digitalt cockpit, servo, ESP, ABS, antispin","Sønderborg, Syd- og Sønderjylland",id2001,Detaljer,"Ellegårdvej 5, 6400 Sønderborg",CVR-nr.: 14854738,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6327273,6327273
379.900 kr.,VW ID.4Style 5d,"4/2024, 5.000 km, 538 km rækkevidde, El","VW ID.4 Style i Glacier White Metallic. . Volkswagen ID.4 er en elektrisk SUV, der forener moderne design med avanceret teknologi. Denne model tilbyder høj ydeevne med en kraftfuld 210 kW elektrisk motor og en rummelig kabine, der er indrettet i SortPlatinum Grå. ID.4 er en bil for dem, der ønsker komfort, bæredygtighed og pålidelig ydeevne.. . Ekstraudstyr. . DK pakke. Bakkamera inkl. 360 kamera. Multifunktionsrat med varme. Adaptiv fartpilot. Navigation Discover Pro. 20 alufælge Drammen. . Standardudstyr. DEMO, svingbart træk manuel, 20 alu, aut., alu., 20 alufælge, varme i rat, fuldaut. klima, 2 zone klima, elektrisk kabinevarmer, alarm, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, elruder, 4x elruder, elspejle, elklapbare sidespejle m. varme, automatisk parkerings system, 360 kamera, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, el betjent bagklap, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, håndfrit til mobil, multifunktionsrat, dab radio, navigation, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, aux tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, splitbagsæde, læderrat, kunstlæder, automatisk lys, fuld led forlygter, airbag, db. airbags, 4 airbags, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, blindvinkelsassistent, mørktonede ruder i bag, træk. . Slutning af beskrivelse. Finansiering. Skræddersyet finansiering i samarbejde med Volkswagen Financial Services.. . Serviceabonnement. Fast månedlig betaling, så du undgår uforudsete udgifter til service.. . Forsikring. Volkswagen Forsikring tilbyder konkurrencedygtige priser.. . Byttebil. Alle biler accepteres som bytte, uanset stand.. . Vi anbefaler. Beskyttelsespakke. Undervognsbehandling. Vinterhjul i stål. . Hvem er Semler Mobility. Autoriseret forhandler af Volkswagen, Audi, Skoda, SEAT og CUPRA. Landsdækkende service fra København til Aalborg.. . Kontakt os. Volkswagen Aalborg. Ny Kærvej 47, 9000 Aalborg. Tlf. 43 22 34 00. Email aalborgvw.dk. . Åbningstider. ManFre 91730 . LørSøn 1116","Aalborg, Nordjylland",id2917,Detaljer,"Ny Kærvej 47, 9000 Aalborg",CVR-nr.: 27268188,https://www.bilbasen.dk/brugt/bil/vw/id4/style-5d/6344656,6344656
239.900 kr.,VW ID.4Pro Performance 5d,"4/2021, 57.000 km, 517 km rækkevidde, El","VW ID.4 Pro 1st 2021 i Mangan Grey MetallicBlack. . Volkswagen ID.4 kombinerer elektrisk ydeevne med en rummelig kabine og avanceret teknologi. Med sit stilfulde design og komfortable interiør er ID.4 den perfekte bil til både by og langture. Udstyret med moderne funktioner, der sikrer både komfort og sikkerhed.. . Ekstraudstyr. 20 letmetalfælge Drammen. Indtræk i ArtVelour microfleece. Komfortpakke. . Udstyr. aut., alu., 20 alufælge, varme i rat, fuldaut. klima, 2 zone klima, elektrisk kabinevarmer, motorkabinevarmer, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, varme i forrude, auto. nedbl. bakspejl, regnsensor, sædevarme, højdejust. forsæder, højdejust. førersæde, elruder, 4x elruder, elspejle, elklapbare sidespejle m. varme, automatisk parkerings system, bakkamera, parkeringssensor bag, parkeringssensor for, dæktryksmåler, træthedsregistrering, skiltegenkendelse, elektrisk parkeringsbremse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, android auto, apple carplay, trådløs mobilopladning, aux tilslutning, armlæn, isofix, bagagerumsdækken, stofindtræk, splitbagsæde, automatisk lys, led kørelys, fuld led forlygter, airbag, 4 airbags, esp, servo, vognbaneassistent, automatisk nødbremsesystem, mørktonede ruder i bag, tonede ruder. . Finansiering. Skræddersyet finansiering i samarbejde med Volkswagen Financial Services.. . Serviceabonnement. Fast månedlig betaling, så du undgår uforudsete udgifter til service.. . Forsikring. Volkswagen Forsikring tilbyder konkurrencedygtige priser.. . Byttebil. Alle biler accepteres som bytte, uanset stand.. . Vi anbefaler. Beskyttelsespakke. Undervognsbehandling. Vinterhjul i stål. . Hvem er Semler Mobility. Autoriseret forhandler af Volkswagen, Audi, Skoda, SEAT og CUPRA. Landsdækkende service fra København til Aalborg.. . Kontakt os. Volkswagen Aalborg, Ny Kærvej 47, 9000 Aalborg. Tlf. 43 22 34 00. Email aalborgvw.dk. . Åbningstider. ManFre 91730. LørSøn 1116","Aalborg, Nordjylland",id2917,Detaljer,"Ny Kærvej 47, 9000 Aalborg",CVR-nr.: 27268188,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6339639,6339639
249.249 kr.,VW ID.4Pro Performance 1ST 5d,"8/2021, 63.500 km, 490 km rækkevidde, El","Vi har åbent alle hverdage fra 09.0017.00 og søndag fra 12.0016.00. . ️ Booking af fremvisningprøvekørsel på www.storgaardbiler.dkwww.storgaardleasing.dk eller tlf. 75 17 36 22. . BATTERI OG LADEOPLYSNINGER Højvoltsbatteri 82 kWh brutto ️ DC Ladning CCS 125KW Ca. 32 min fra 1080 ️ AC Lading 3 Faset 11 KW Ca. 6 timer fra 0100. . BILENS HØJDEPUNKTER. WLTP Elektrisk rækkevidde 517 km. 20 VW alufælge. Apple CarPlay og Android auto. 3zone klimaanlæg. Bakkamera. Digitalt cockpit. Navigation. Adaptiv fartpilot. . ANDET UDSTYRINFO. Parkeringssensor i bag, nøglefri betjening, kørecomputer, elektrisk kabinevarmer, automatisk nedblændeligt bakspejl, regnsensor, sædevarme, armlæn, DAB radio, multifunktionsrat, læderrat, bluetooth telefoni og streaming, trådløs mobiloplader, tagræling, elruder for og bag, elklapbare sidespejle med varme, fjernbetjent centrallåse, højdejusterbart førersæde, multijusterbart rat, servo, ABS, 6 airbags, startspærre, ESP, isofix, deaktivering af passagerairbag, dæktrykskontrol, skiltegenkendelse, automatisk nødbremseassistent, vognbaneassistent, træthedsregistrering, service ok. . MULIGE TILKØB TIL BILEN. Serviceaftale fra KUN 150 krmdr. Dinitrol undervognsbehandling. Vinterhjulsommerhjul. Lakforsegling. Indstigningsfolie. . VI KAN TILBYDE DIG. Skarp og fleksibel finansieringleasing. Kontakt os for en hurtig beregning. Køb af din bil til en fordelagtig pris. Mulighed for landsdækkende levering. Bilforsikring med fordelagtige vilkår. . ️ OBS Vi tager forbehold for at bilen kan være solgt. Ring derfor inden du kører hjemmefra, så du ikke kører forgæves., dæktryksmåler","Bramming, Syd- og Sønderjylland",id2171,Detaljer,"Ribevej  1, 6740 Bramming",CVR-nr.: 24210790,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6266056,6266056
319.900 kr.,VW ID.4GTX 4Motion 5d,"3/2023, 29.000 km, 479 km rækkevidde, El","Den populærer og perfekte familiebil ID.4 krydret i den lækre GTX variant klar til levering . UDVIDET GARANTI 5 ÅR ELLER 100.000 KM. . Nævneværdigt udstyr vi vil fremhæve. Svingbart anhængertræk. IQ Matrix LED forlygter. Microflees sportssæder. Sædevarme for. Ratvarme. 20 Alufælge. Adaptiv fartpilot. Nøglefri betjening. Bakkamera. Navigation. Digitalt cockpit. Trådløs Apple carplay Android auto. 2 zone klima. og meget mere. . Finansiering med og uden udbetaling. . Vi tager gerne din nuværende bil i bytte. . Gør ligesom mange andre af vores kunder få en attraktiv serviceaftale til bilen, der matcher dine ønsker og behov. . ️️️️️ Vi har høj kundetilfredshed på Trustpilot. . Salgsafdeling har åben. Alle hverdage mellem 0900 1730. Lørdagsøndag 1100 1600 . . Kontakt os. Tlf. 96 26 24 68. herningsalgbn.dk. . Adresse. Silkeborgvej 110. 7400 Herning. . Chat med os på bn.dk. . Ford, Dacia, Renault og Volvo i Herning Danmarks måske flotteste bilhus. Hos Bjarne Nielsen Herning står mere end 50 kompetente medarbejdere klar til at yde deres bedste, så også du bliver lige så tilfreds, som de mange andre kunder, der også handler hos Bjarne Nielsen. Vi er klar til at hjælpe dig videre, hvad enten det handler om køb, salg eller servicering af bil","Herning, Vestjylland",id2714,Detaljer,"Silkeborgvej 110, 7400 Herning",CVR-nr.: 31943140,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6357022,6357022
264.900 kr.,VW ID.4Pro Performance 1ST 5d,"6/2021, 55.000 km, 495 km rækkevidde, El","Fin VW ID.4,. . ️ 20 alufælge,. ️ Adaptiv fartpilot,. ️ Digitalt cockpit,. ️ Matrix LED forlygter,. ️ Vognbaneassistent,. ️ App Connect Apple CarplayAndroid Auto,. ️ Elklapbare sidespejle m. varme. ️ Parkeringssensor forbag,. ️ Parkeringskamera,. ️ Skiltegenkendelse,. ️ Elektrisk kabinevarmer,. ️ Nøglefri betjening,. ️ Svingbart trækKan opvejes til 1.200kg,. ️ Trådløs mobilopladning,. ️ Multifunktions læderrat m. varme,. ️ 2 zonet klima,. ️ Navigation,. ️ Sædevarme,. ️ Bluetooth,. . ️Mulighed for udvidet Garanti med GOSafe FRAGUS Complete Markedets bedste dækning Vælg 243648mdr.,. . Mer info aut., fuldaut. klima, fjernb. c.lås, kørecomputer, infocenter, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, 4x elruder, elektrisk parkeringsbremse, træthedsregistrering, cdradio, håndfrit til mobil, musikstreaming via bluetooth, usb tilslutning, armlæn, isofix, bagagerumsdækken,. . Mulighed for udvidet Garanti med GOSafe FRAGUS Markedets bedste dækning Vælg 243648mdr.,. . Attraktiv finansiering med og uden udbetaling via AL Finans og Santander,. . Skarp forsikring tilbydes,. . Bestilt med fordel ladeløsninger hos os til CLEVER LOOAD NORLYS OK,. . Ønsker i at se nærmere eller prøvekøre en bil anbefaler vi at booke en aftale med en af vores salgskonsulenter så vi er sikre på at bilen holder klar og ikke kommer forgæves,. . Se ALLE vores biler på www.michaelsautomobiler.dk,. . Forbehold for taste fejl og bil data,,","Varde, Syd- og Sønderjylland",id5477,Detaljer,"Jeppe Skovgaards Vej 2, 6800 Varde",CVR-nr.: 26988136,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6253820,6253820
339.900 kr.,VW ID.4Pro Performance 5d,"11/2023, 13.000 km, 531 km rækkevidde, El","77 kWh batteri 531 km rækkevidde , Designpakke, Komfortpakke, 21 Letmetalfælge Narvik, Assistentpakke, Varmepumpe, Anhængertræk med svingbar krog og elfrigørelse, 21 alufælge, aut., 2 zone klima, nøglefri betjening, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, 4x elruder, elklapbare sidespejle m. varme, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, automatisk startstop, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, digitalt cockpit, android auto, apple carplay, usb tilslutning, armlæn, isofix, kopholder, stofindtræk, splitbagsæde, læderrat, automatisk lys, led kørelys, Matrix fuld led forlygter, airbag, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, mørktonede ruder i bag, ikke ryger, svingbart træk manuel","Odense V, Fyn",id1950,Detaljer,"Middelfartvej 50, 5200 Odense V",CVR-nr.: 27268188,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6280472,6280472
294.800 kr.,VW ID.4Life 5d,"7/2024, 11.000 km, 359 km rækkevidde, El","Undgå at køre forgæves Kontakt os inden besigtigelse. . ID.4 i den fine Grenadilla Black metallak . . En rigtig fin elektrisk SUV med en rækkevidde på 362km iflg. WLTP og 170HK.. Høj indstigning, god komfort og støjsvag kørsel og så har bilen i øvrigt svingbart anhængertræk, og kan trække op til 1.000kg, så den også kan bruges til det praktiske.. . Highlights fra udstyrslisten på denne model . Varmepumpe. Bakkamera. Adaptiv fartpilot. Varme i rattet og sædevarme. Navigation. Trådløs Apple CarPlay og Android Auto. Svingbart træk med elfrigørelse. . Komfortpakke. 2 USBC indgange foran samt 2 USBC ladestik i midterkonsol bag. Climatronic klimaanlæg med 2 zoner og Air Care. Elopvarmede sprinklerdyser. Forrude opvarmelig uden tråde, lyddæmpet og infrarød reflekterende. Forsæder med indstillelig varme. Midterkonsol m. udtagelige og justerbare holdere samt opbevaringsrum. Multifunktionslæderrat med varme. Regn sensor. . Multimediapakke. Navigation Discover Pro. Mobiltelefonforberedelse Comfort med induktiv opladning. . Assistentpakke. Bakkamera. Ambientebelysning ved dørhåndtag. Nøglefri betjening Advanced. Tyverialarm. PreCrash. Intelligent Park Assist. Interiørpakke Style GreyBlack. Ambientebelysning i 30 farver. Bagsæderyglæn asymmetrisk delt 6040 med skiklap, midterarmlæn og kopholdere, Forsæder med højdeindstilling. Indtræk i ArtVelour microfleece. . . REDRIVE Alle vores biler har gennemgået en kosmetisk og teknisk klargøring og gennemgået på mere end x kontrolpunkter inden køb og levering. FINANSIERING Vi tilbyder fast og variabel rente, med og uden udbetaling, kort eller lang løbetid Kort og godt vi tilpasser finansieringen dine ønsker og behov. FORSIKRING Vi arbejder sammen med mange af de bedste forsikringsselskaber og tilbyder en forsikringsløsning, hvor prisen er lav og dækningen god. SERVICEAFTALE Ønsker du serviceaftale så tilbyder vi flere forskellige løsninger alt afhængig af bilen og dine ønsker. GARANTI Ønsker du mere end købelovens bestemmelser, så har vi mulighed for at tilbyde dig yderligere dækninger, således du trygt kan køre i bilen i mange år. . . aut., varme i rat, 2 zone klima, elektrisk kabinevarmer, fjernb. c.lås, nøglefri betjening, adaptiv fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, 4x elruder, elklapbare sidespejle m. varme, bakkamera, parkeringssensor bag, parkeringssensor for, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, apple carplay, android auto, internet, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, automatisk lys, led kørelys, fuld led forlygter, 7 airbags, abs, antispin, esp, vognbaneassistent, automatisk nødbremsesystem, tagræling, mørktonede ruder i bag, 1 ejer, ikke ryger, svingbart træk manuel","Vejen, Syd- og Sønderjylland",id4367,Detaljer,"Vestermarksvej 1, 6600 Vejen",CVR-nr.: 77552812,https://www.bilbasen.dk/brugt/bil/vw/id4/life-5d/6328927,6328927
264.900 kr.,VW ID.4GTX 4Motion 5d,"12/2021, 73.000 km, 479 km rækkevidde, El","Varmepumpe, Anhængertræk, kan klappes udind mekanisk og udløses elektrisk, Tilladt påhæng mbremser 1200kg Firehjulstræk, Lædermultifunktionsrat, elopvarmet, Med undvigeassistent, med drejeassistent, Vognbaneassistent, Navigationssystem, standard med medie og internetpakke, . Parkeringshjælp forrest og bagest, MatrixBeam, Front Assist, der advarer og bremser, Wired Wireless AppConnect, Træthedsregistrering, bakkamerasystem, Komfortpakke, Multimediapakke, . . aut., alu., varme i rat, fuldaut. klima, 2 zone klima, fjernb. c.lås, nøglefri betjening, fartpilot, sædevarme, regnsensor, infocenter, kørecomputer, startspærre, højdejust. forsæder, udv. temp. måler, auto. nedbl. bakspejl, 4x elruder, elklapbare sidespejle m. varme, parkeringssensor bag, parkeringssensor for, bakkamera, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, læderrat, kopholder, dellæder, bagagerumsdækken, splitbagsæde, automatisk lys, fjernlysassistent, led kørelys, fuld led forlygter, airbag, servo, antispin, abs, esp, vognbaneassistent, automatisk nødbremsesystem, tagræling, ikke ryger, svingbart træk manuel. . FINANSIERING TILBYDES OGSÅ UDEN UDBETALING.. . For yderligere information vedrørende netop denne bil, Ring 22 10 93 38, 22 10 93 35 eller 22 10 93 44.. Eller send en mail. Simonbilgaardenhostrup.dk. . DER ER MULIGHED FOR AT TEGNE EN UDVIDEDET GARANTI RING FOR PRIS PÅ DENNE BIL.. . SALGSAFDELINGEN HOLDER ÅBENT. HVERDAGE 1018. WEEKEND 1117. . VI ER BELIGGENDE 10 MINUTTERS KØRSEL NORD FOR AALBORG.. . DE FLESTE AF VORES BILER STÅR KLAR TIL OMGÅENDE LEVERING.. . SE FLERE BILER PÅ WWW.BILGAARDENHOSTRUP.DK","Sulsted, Nordjylland",id2996,Detaljer,"Sulsted Kirkevej 1, 9381 Sulsted",CVR-nr.: 20975245,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6304059,6304059
239.900 kr.,VW ID.4Pro Performance 1ST 5d,"4/2021, 52.000 km, 490 km rækkevidde, El","VW ID.4 1ST Edition. Bygget på Pro Performance udgave med en del ekstraudstyr. . Bilens højde punkter. . Halvårlig ejerafgift 390 kr.. Med det store Batteri 82 KW Brutto. Opgivet til 495 km rækkevidde WLTP. . Udstyrspakker at fremhæve. . Adaptiv fartpilot samt AppConnect inkl. Wireless Apple CarPlay. . Eksteriørpakke Silver. Sølv dekorfolie på cstolpe og taglinje, tagræling i sølv samt sort lakeret tag. . Interiørpakke Florence Brun. Ambientebelysning, bagsæderyglæn asymmetrisk delt 6040 med skiklap og midterarmlæn med kopholdere,. føresæde med højdeindstilling, indtræk i ArtVelour microfleece. . Komfortpakke. Climatronic klimaanlæg med 2 zoner og Air Care Forrude opvarmelig, lyddæmpet og infrarød reflekterende, forsæder. med indstillelig varme, 2 USBC indgange for og 2 USBC ladestik bag. . Multimediepakke. Navigation Discover Pro og mobiltelefonforberedelse. . Derudover så er der. Tonede ruder bag med 65 lysabsorbering. Bakkamera. Parkeringsensor for bag. 20 Alufælge Model Drammen. Art Velour sædeindtræk. Digital instrumentering. Vejskiltegenkendelse. Vejbaneassistent. . Bilens øvrige udstyr kan læses herunder. . aut., 20 alufælge, varme i rat, airc., fuldaut. klima, 2 zone klima, elektrisk kabinevarmer, fjernb. c.lås, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, 4x elruder, elklapbare sidespejle m. varme, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, usb tilslutning, armlæn, isofix, bagagerumsdækken, dellæder, splitbagsæde, læderrat, automatisk lys, fjernlysassistent, led kørelys, fuld led forlygter, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, mørktonede ruder i bag, ikke ryger, service ok","Silkeborg, Østjylland",id13212,Detaljer,"Lillehøjvej 44, 8600 Silkeborg",CVR-nr.: 41666951,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6272874,6272874
