Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil
339.990 kr.,VW ID.4GTX 4Motion 5d,"8/2023, 15.250 km, 496 km rækkevidde, El","🔋 Batteri & Rækkevidde 🔋
- WLTP Rækkevidde: 496 KM
- 76,6 kWh Batterikapacitet
- 3 Faset opladning + hurtig lader

✅️ Fremhævet udstyr ✅️
- Varmepumpe
- Svingbart træk
- El indst. forsæder med memory
- Nøglefri betjening
- IQ matrix - fuld LED forlygter
- Fjernlysassistent
- Adaptiv fartpilot
- Parkeringssensor for/bag
- Bakkamera
- Automatisk klimaanlæg 3-zoner
- Varme i forsæder og rat. 

Android Auto, Apple CarPlay, Fartpilot adaptiv, Fuld LED forlygter, Ikke ryger, Varmepumpe, 20"" Alufælge, Anhængertræk, Anhængertræk aftageligt, Anhængertræk svingbart (man.), Kurvelys, LED baglygter, Mørktonede ruder bag, Tagræling, Armlæn, Armlæn bag, Bagagerumsdækken, Dellæder kabine, Højdejusterbart førersæde, Højdejusterbart passagersæde, Justerbar lændestøtte, Justerbart rat, Kopholder, Læderrat, Multijusterbart rat, Rat m. varme, Splitbagsæde, Stofindtræk, Aut. nedblændeligt bakspejl, Automatgear, Automatisk lys , Automatisk op-/nedblænding, Automatisk parkeringssystem, Bakkamera, Bluetooth, DAB radio, Digital instrumentering, El indst. forsæder, El indst. førersæde m. memory, El-foldbare spejle m. varme, El-håndbremse, Elruder for/bag, Håndfri telefon, Infocenter, Klimaanlæg 3-zoner, Kørecomputer, Multifunktionsrat, Musikstreaming via bluetooth, Navigation, Nøglefri døre, Nøglefri start, Opvarmet forrude, Parkeringssensor for/bag, Regnsensor, Servo, Sportssæder, Sædevarme for, Trådløs mobilopladning, Udvendig temperaturmåler, USB stik, Varme i forruden, ABS, Airbag, Antispin, Automatisk nødbremsesystem, Dæktrykssensor, ESP, Isofix, Lyssensor, Selealarm, Skiltegenkendelse, Startspærre, Træthedsregistrering, Vejbaneassistent, Importbil: Udstyr kan variere fra det danske marked.","Holstebro, Vestjylland",id2792,Detaljer,"Hjaltesvej 4, 7500 Holstebro",CVR-nr.: 28158254,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6357275
249.000 kr.,VW ID.4Pro Performance Max 5d,"3/2021, 88.000 km, 506 km rækkevidde, El","HOS NORDENS BILER TILBYDER VI:
☑️ Finansiering med 0, - i udbetaling

☑️ Tryghedsaftale kan tegnes i op til 36 måneder fra levering

☑️ Konkurrencedygtige ladeløsninger via Clever og OK

☑️ Fleksible åbningstider – du kan altid ringe og bestille en prøvekørsel uden for åbningstid

☑️ Vi tager din brugte bil i bytte

4 års fabriksgaranti eller 80.000 km. (8 år eller 192.000 på batteri & drivlinje) fra bilens 1. indregistreringsdato.

HIGHLIGHTS

✔ MEDFØLGER ORIGINALE VINTERHJUL
✔ SVINGBART TRÆK
✔ VARMEPUMPE
✔ HEADUP DISPLAY
✔ 360 GRADERS BAKKAMERA
✔ TRÅDLØS APPLE CARPLAY
✔ ADAPTIV FARTPILOT
✔ GLASTAG
✔ EL BAGKLAP
✔ MIDTERKONSOL MED TRÅDLØS OPLADNING
✔ FJERNLYSASSISTENT
✔ VOGNBANEASSISTENT
✔ NØGLEFRI BETJENING
✔ BLUETOOTH
✔ SÆDEVARME
✔ 3 ZONE KLIMAANLÆG
✔ IKKE RYGER

BILEN STÅR I VORES SHOWROOM OG ER KLAR TIL OMGÅENDE LEVERING.

Se flere biler på www.nordensbiler.dk","Espergærde, Nordsjælland",id9560,Detaljer,"Ny Strandvej 34, 3060 Espergærde",CVR-nr.: 40415564,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-max-5d/6360536
259.999 kr.,VW ID.4Pro Performance Tech 5d,"6/2021, 61.000 km, 534 km rækkevidde, El","⚫️BEMÆRK TECH PERFORMANCE MODEL MED ALT TÆNKELIGT UDSTYR SOM VARMEPUMPE, 360° KAMERA, PANORAMAGLASTAG,  EL SÆDER M. MEMORY, ADAPTIV FARTPILOT & MM.⚫️

𝘽𝙡𝙞𝙫 𝙠ø𝙧𝙚𝙣𝙙𝙚 𝙛𝙧𝙖 𝙠𝙪𝙣 2.927 𝙠𝙧. 𝙞 𝙢å𝙣𝙚𝙙𝙡𝙞𝙜 𝙮𝙙𝙚𝙡𝙨𝙚 𝙤𝙜 𝙢𝙚𝙙 20 % 𝙞 𝙪𝙙𝙗𝙚𝙩𝙖𝙡𝙞𝙣𝙜!

𝙀𝙡𝙡𝙚𝙧 𝙗𝙡𝙞𝙫 𝙠ø𝙧𝙚𝙣𝙙𝙚 𝙛𝙧𝙖 𝙠𝙪𝙣 3.989 𝙠𝙧. 𝙞 𝙢å𝙣𝙚𝙙𝙡𝙞𝙜 𝙮𝙙𝙚𝙡𝙨𝙚 𝙢𝙚𝙙 0 𝙠𝙧. 𝙞 𝙪𝙙𝙗𝙚𝙩𝙖𝙡𝙞𝙣𝙜!

Om 🚘
Bemærk ekstrem velholdt og til Danmarks billigste pris i Tech Performance Udgave med Varmepumpe, El-Bagklap, Adaptiv Fartpilot, 360° Kamera, 77 KwH batteri og mm.

🔋♻️En ID.4, der er udstyret med alt tænkeligt! Giver dig alt det bedste fra El-verdenen. Opgivet til Elektrisk Rækkevidde på 534 km - Batteri Kapacitet på 77 KWh

⚫️VW ID.4 TECH PERFORMANCE der kombinerer udstyr, størrelse, komfort og udseende i en perfekt bil.

EKSTRAUDSTYR⬇️
◼️ FULDT UDSTYRET TECH PERFORMANCE!
◼️ Absolut fuldt udstyret ID.4 Tech Svarende Til En Max!
◼️ Tech Udgave med alt tænkeligt i udstyr!
◼️ Varmepumpe
◼️ Panorama Glastag
◼️ 360° Kamera
◼️ Matrix-Beam
◼️ Front Assist, der advarer og bremser ved biler, fodgængere og cyklister
◼️ LED-forlygte med variabel lysfordeling
◼️ LED-baglygte, animerede lysfunktioner
◼️ Komfortåbning til bagklap (virtuel pedal) og easy close
◼️ Nøglefrit låse- og startsystem ""Keyless Advanced"" uden safefunktion
◼️ Dynamisk styring
◼️Alcantara sæder m. Memory & Massage
◼️ Adaptiv undervogn
◼️ Den Aller Største IQ Lygtepakke
◼️ Alle De Mulige Assistenter!!
◼️ Adaptiv Fartpilot
◼️ Blindvikelsassistent!
◼️ Laneassist
◼️ Frontassist
◼️ Udkørselsassistent
◼️ Emergency assistent
◼️ Digitalt Speedometer!
◼️ Klimaanlæg Med 3 Zoner
◼️ Sport-Komfortsæder
◼️ Headup Display
◼️ Bemærk med Varmepumpe
◼️ 20"" Flotte Alufælge
◼️ Varme i rat
◼️ Nøglefri Betjening
◼️ 1 Ejers
◼️ Fuld Serivcebog
◼️ Klimatisering, Bilstatus, Lade status M.M. Kan Ses Og Kontrolleres Fra VW We Connect App


VED FINANSIERING HOS OS TILBYDER VI⤵️
🔴 12 mdr. mekanisk forsikring
🔴 Brugtbilsattest
🔴 Gratis lånebil
🔴 Hent & bringeservice

VED KØB AF BIL INKLUDERES:
🛠 Nyserviceret efter fabrikantens anvisninger
⚙️ 100% Mekanisk gennemgået
✔️ Bilen leveres altid Nysynet
◼️ leveres altid professionelt klargjort
◼️ Ingen ekstra omkostninger!

Om Au2Vest:
🤝 Hos Au2vest er kunderne første prioritet og derfor gør vi altid alt vi behersker for en god handel.
🤝 Au2vest er din garanti for kvalitetsbiler til lave priser
🤝 Vi har 15 års erfaring med indkøb, salg samt reparation alle størrelser.
🤝 Vi er godkendte til at reparerer på alle bilmærker samt modeller og har det hele på vores matrikel.
🤝 Ekstrem kompetente folk der er klar til hjælpe dig med dit behov og evt. skræddersyge din vej.
🤝 En god handel er en tryg handel og derfor er kommunikation vejen frem for os i en handel.
🤝 Beliggende midt på Sjælland med gode muligheder for tilkørsel fra motorvej eller tog.

Åbent alle hverdage fra 9:30-17:30 og om søndagen fra 11:00-15:00 🕒

Der tages forbehold for evt. tastefejl.,","Taastrup, København",id10550,Detaljer,"Rugvænget 33, 2630 Taastrup",CVR-nr.: 37874299,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-tech-5d/6340513
189.700 kr.,VW ID.4Pure 5d,"12/2021, 26.000 km, 343 km rækkevidde, El","WLTP Rækkevidde 343 KM.
Lyn ladning med op til 100 KWH


Vigtigt udstyr på din kommende VW ID.4:
✔️ Trådløs apple carplay & Android Auto
✔️ Bluetooth
✔️ Navigation
✔️ Fart begrænser
✔️ P-sensor for og bag
✔️ App styring, så du kan tænde klimaanlægget fra din smartphone
✔️ Trådløs mobilopladning


Vidste du at vi hos Pedersen & Nielsen…
✔️ Attraktiv rente på finansiering
✔️ Tager din nuværende bil i bytte – få et uforpligtende tilbud.
✔️ Sælger alle vores brugte biler online. Bilen leveres klargjort til din Pedersen & Nielsen afdeling – eller endda
hjemme hos dig selv, nemmere bliver det ikke.
✔️ Har serviceaftaler til alle brugte biler. Priserne starter fra kun 99,- pr. måned
✔️ Er klar til at hjælpe dig! Kontakt os via telefon, mail eller chat – https://www.autohus.dk/kontakt/
✔️ Hjælper dig med at finde drømmebilen. Vi har mange biler på lager og flere på vej – se vores biler her:
https://www.autohus.dk/brugte-biler/

Bilen er importeret og kan variere fra tilsvarende Dansk model. 

automatisk nødbremsesystem, Apple CarPlay, Android Auto, airc., 4x el-ruder, isofix, navigation, 2 zone klima, håndfrit til mobil, kørecomputer, multifunktionsrat, parkeringssensor (bag), udv. temp. måler, USB tilslutning, auto. nedbl. Bakspejl, bluetooth, 1 ejer, parkeringssensor (for), DAB+ radio, trådløs mobilopladning, musikstreaming via bluetooth, fjernb. c.lås, alarm, højdejust. førersæde, el-klapbare sidespejle m. varme, nøglefri betjening, elektrisk parkeringsbremse, automatisk lys, fuld LED forlygter, service ok, lev. nysynet, digitalt cockpit, servo, ESP, ABS, antispin","Sønderborg, Syd- og Sønderjylland",id2001,Detaljer,"Ellegårdvej 5, 6400 Sønderborg",CVR-nr.: 14854738,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6327273
379.900 kr.,VW ID.4Style 5d,"4/2024, 5.000 km, 538 km rækkevidde, El","VW ID.4 Style i Glacier White Metallic

Volkswagen ID.4 er en elektrisk SUV, der forener moderne design med avanceret teknologi. Denne model tilbyder høj ydeevne med en kraftfuld 210 kW elektrisk motor og en rummelig kabine, der er indrettet i Sort-Platinum Grå. ID.4 er en bil for dem, der ønsker komfort, bæredygtighed og pålidelig ydeevne.

Ekstraudstyr:

DK pakke
Bakkamera inkl. 360° kamera
Multifunktionsrat med varme
Adaptiv fartpilot
Navigation Discover Pro
20” alufælge Drammen

Standardudstyr:
DEMO, svingbart træk (manuel), 20"" alu, aut., alu., 20"" alufælge, varme i rat, fuldaut. klima, 2 zone klima, elektrisk kabinevarmer, alarm, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, el-ruder, 4x el-ruder, el-spejle, el-klapbare sidespejle m. varme, automatisk parkerings system, 360° kamera, bakkamera, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, el betjent bagklap, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, håndfrit til mobil, multifunktionsrat, dab+ radio, navigation, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, aux tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, splitbagsæde, læderrat, kunstlæder, automatisk lys, fuld led forlygter, airbag, db. airbags, 4 airbags, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, blindvinkelsassistent, mørktonede ruder i bag, træk

Slutning af beskrivelse:
✅Finansiering
Skræddersyet finansiering i samarbejde med Volkswagen Financial Services.

🔧Serviceabonnement
Fast månedlig betaling, så du undgår uforudsete udgifter til service.

🤝Forsikring
Volkswagen Forsikring tilbyder konkurrencedygtige priser.

🚗Byttebil
Alle biler accepteres som bytte, uanset stand.

🌟Vi anbefaler:
- Beskyttelsespakke
- Undervognsbehandling
- Vinterhjul i stål

🚙Hvem er Semler Mobility?
Autoriseret forhandler af Volkswagen, Audi, Skoda, SEAT og CUPRA. Landsdækkende service fra København til Aalborg.

📞Kontakt os
Volkswagen Aalborg
Ny Kærvej 47, 9000 Aalborg
Tlf.: 43 22 34 00
E-mail: aalborg@vw.dk

🕘Åbningstider:
Man-Fre: 9-17:30 
Lør-Søn: 11-16","Aalborg, Nordjylland",id2917,Detaljer,"Ny Kærvej 47, 9000 Aalborg",CVR-nr.: 27268188,https://www.bilbasen.dk/brugt/bil/vw/id4/style-5d/6344656
239.900 kr.,VW ID.4Pro Performance 5d,"4/2021, 57.000 km, 517 km rækkevidde, El","VW ID.4 Pro 1st 2021 i Mangan Grey Metallic/Black

Volkswagen ID.4 kombinerer elektrisk ydeevne med en rummelig kabine og avanceret teknologi. Med sit stilfulde design og komfortable interiør er ID.4 den perfekte bil til både by- og langture. Udstyret med moderne funktioner, der sikrer både komfort og sikkerhed.

Ekstraudstyr:
- 20"" letmetalfælge Drammen
- Indtræk i ArtVelour microfleece
- Komfortpakke

Udstyr:
aut., alu., 20"" alufælge, varme i rat, fuldaut. klima, 2 zone klima, elektrisk kabinevarmer, motorkabinevarmer, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, varme i forrude, auto. nedbl. bakspejl, regnsensor, sædevarme, højdejust. forsæder, højdejust. førersæde, el-ruder, 4x el-ruder, el-spejle, el-klapbare sidespejle m. varme, automatisk parkerings system, bakkamera, parkeringssensor (bag), parkeringssensor (for), dæktryksmåler, træthedsregistrering, skiltegenkendelse, elektrisk parkeringsbremse, dab+ radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, android auto, apple carplay, trådløs mobilopladning, aux tilslutning, armlæn, isofix, bagagerumsdækken, stofindtræk, splitbagsæde, automatisk lys, led kørelys, fuld led forlygter, airbag, 4 airbags, esp, servo, vognbaneassistent, automatisk nødbremsesystem, mørktonede ruder i bag, tonede ruder

✅ Finansiering
Skræddersyet finansiering i samarbejde med Volkswagen Financial Services.

🔧 Serviceabonnement
Fast månedlig betaling, så du undgår uforudsete udgifter til service.

🤝 Forsikring
Volkswagen Forsikring tilbyder konkurrencedygtige priser.

🚗 Byttebil
Alle biler accepteres som bytte, uanset stand.

🌟 Vi anbefaler:
- Beskyttelsespakke
- Undervognsbehandling
- Vinterhjul i stål

Hvem er Semler Mobility?
Autoriseret forhandler af Volkswagen, Audi, Skoda, SEAT og CUPRA. Landsdækkende service fra København til Aalborg.

📞 Kontakt os:
Volkswagen Aalborg, Ny Kærvej 47, 9000 Aalborg
Tlf.: 43 22 34 00
E-mail: aalborg@vw.dk

🕘 Åbningstider:
Man-Fre: 9-17:30
Lør-Søn: 11-16","Aalborg, Nordjylland",id2917,Detaljer,"Ny Kærvej 47, 9000 Aalborg",CVR-nr.: 27268188,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6339639
249.249 kr.,VW ID.4Pro Performance 1ST 5d,"8/2021, 63.500 km, 490 km rækkevidde, El","Vi har åbent alle hverdage fra 09.00-17.00 og søndag fra 12.00-16.00!

➡️ Booking af fremvisning/prøvekørsel på www.storgaardbiler.dk/www.storgaardleasing.dk eller tlf. 75 17 36 22

🔋 BATTERI OG LADEOPLYSNINGER - Højvoltsbatteri = 82 kWh (brutto) ✔️ DC Ladning (CCS) = 125KW / Ca. 32 min fra 10-80% ✔️ AC Lading (3 Faset) = 11 KW / Ca. 6 timer fra 0-100%

⭐ BILENS HØJDEPUNKTER:
✅ WLTP Elektrisk rækkevidde 517 km
✅ 20” VW alufælge
✅ Apple CarPlay og Android auto
✅ 3-zone klimaanlæg
✅ Bakkamera
✅ Digitalt cockpit
✅ Navigation
✅ Adaptiv fartpilot

ANDET UDSTYR/INFO:
Parkeringssensor i bag, nøglefri betjening, kørecomputer, elektrisk kabinevarmer, automatisk nedblændeligt bakspejl, regnsensor, sædevarme, armlæn, DAB radio, multifunktionsrat, læderrat, bluetooth telefoni og streaming, trådløs mobiloplader, tagræling, elruder for og bag, elklapbare sidespejle med varme, fjernbetjent centrallåse, højdejusterbart førersæde, multijusterbart rat, servo, ABS, 6 airbags, startspærre, ESP, isofix, deaktivering af passagerairbag, dæktrykskontrol, skiltegenkendelse, automatisk nødbremseassistent, vognbaneassistent, træthedsregistrering, service ok

⭐ MULIGE TILKØB TIL BILEN:
✅ Serviceaftale fra KUN 150 kr/mdr
✅ Dinitrol undervognsbehandling
✅ Vinterhjul/sommerhjul
✅ Lakforsegling
✅ Indstigningsfolie

⭐ VI KAN TILBYDE DIG:
✅ Skarp og fleksibel finansiering/leasing!
✅ Kontakt os for en hurtig beregning!
✅ Køb af din bil til en fordelagtig pris!
✅ Mulighed for landsdækkende levering!
✅ Bilforsikring med fordelagtige vilkår!

⚠️ OBS - Vi tager forbehold for at bilen kan være solgt. Ring derfor inden du kører hjemmefra, så du ikke kører forgæves., dæktryksmåler","Bramming, Syd- og Sønderjylland",id2171,Detaljer,"Ribevej  1, 6740 Bramming",CVR-nr.: 24210790,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6266056
319.900 kr.,VW ID.4GTX 4Motion 5d,"3/2023, 29.000 km, 479 km rækkevidde, El","Den populærer og perfekte familiebil ID.4 krydret i den lækre GTX variant klar til levering! 
UDVIDET GARANTI 5 ÅR ELLER 100.000 KM!!

Nævneværdigt udstyr vi vil fremhæve:
- Svingbart anhængertræk!
- IQ Matrix LED forlygter
- Microflees sportssæder
- Sædevarme for
- Ratvarme
- 20'' Alufælge
- Adaptiv fartpilot
- Nøglefri betjening
- Bakkamera
- Navigation
- Digitalt cockpit
- Trådløs Apple carplay & Android auto
- 2 zone klima
- og meget mere!!

✅ Finansiering med og uden udbetaling

✅ Vi tager gerne din nuværende bil i bytte

✅ Gør ligesom mange andre af vores kunder - få en attraktiv serviceaftale til bilen, der matcher dine ønsker og behov!

⭐️⭐️⭐️⭐️⭐️ Vi har høj kundetilfredshed på Trustpilot

Salgsafdeling har åben:
Alle hverdage mellem 09:00 - 17:30
Lørdag-søndag: 11:00 - 16:00 

Kontakt os:
Tlf. 96 26 24 68
herningsalg@bn.dk

Adresse
Silkeborgvej 110
7400 Herning

✅ Chat med os på bn.dk

Ford, Dacia, Renault og Volvo i Herning - Danmarks (måske) flotteste bilhus!
Hos Bjarne Nielsen Herning står mere end 50 kompetente medarbejdere klar til at yde deres bedste, så også du bliver lige så tilfreds, som de mange andre kunder, der også handler hos Bjarne Nielsen. Vi er klar til at hjælpe dig videre, hvad enten det handler om køb, salg eller servicering af bil!","Herning, Vestjylland",id2714,Detaljer,"Silkeborgvej 110, 7400 Herning",CVR-nr.: 31943140,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6357022
264.900 kr.,VW ID.4Pro Performance 1ST 5d,"6/2021, 55.000 km, 495 km rækkevidde, El","Fin VW ID.4,

✔️ 20"" alufælge,
✔️ Adaptiv fartpilot,
✔️ Digitalt cockpit,
✔️ Matrix LED forlygter,
✔️ Vognbaneassistent,
✔️ App Connect (Apple Carplay/Android Auto),
✔️ El-klapbare sidespejle m. varme
✔️ Parkeringssensor (for/bag),
✔️ Parkeringskamera,
✔️ Skiltegenkendelse,
✔️ Elektrisk kabinevarmer,
✔️ Nøglefri betjening,
✔️ Svingbart træk(Kan opvejes til 1.200kg),
✔️ Trådløs mobilopladning,
✔️ Multifunktions læderrat m. varme,
✔️ 2 zonet klima,
✔️ Navigation,
✔️ Sædevarme,
✔️ Bluetooth,

✔️Mulighed for udvidet Garanti med GOSafe FRAGUS Complete - Markedets bedste dækning - Vælg 24/36/48mdr.,

Mer info; aut., fuldaut. klima, fjernb. c.lås, kørecomputer, infocenter, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, 4x el-ruder,  elektrisk parkeringsbremse, træthedsregistrering, cd/radio, håndfrit til mobil, musikstreaming via bluetooth, usb tilslutning, armlæn, isofix, bagagerumsdækken,

Mulighed for udvidet Garanti med GOSafe FRAGUS - Markedets bedste dækning - Vælg 24/36/48mdr.,

Attraktiv finansiering med og uden udbetaling via AL Finans og Santander,

Skarp forsikring tilbydes,

Bestilt med fordel ladeløsninger hos os til CLEVER - LOOAD - NORLYS - OK,

Ønsker i at se nærmere eller prøvekøre en bil - anbefaler vi at booke en aftale med en af vores salgskonsulenter - så vi er sikre på at bilen holder klar og ikke kommer forgæves!,

Se ALLE vores biler på www.michaels-automobiler.dk,

Forbehold for taste fejl og bil data!!,,","Varde, Syd- og Sønderjylland",id5477,Detaljer,"Jeppe Skovgaards Vej 2, 6800 Varde",CVR-nr.: 26988136,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6253820
339.900 kr.,VW ID.4Pro Performance 5d,"11/2023, 13.000 km, 531 km rækkevidde, El","77 kWh batteri 531 km rækkevidde , Designpakke, Komfortpakke, 21"" Letmetalfælge Narvik, Assistentpakke, Varmepumpe, Anhængertræk med svingbar krog og el-frigørelse, 21"" alufælge, aut., 2 zone klima, nøglefri betjening, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, 4x el-ruder, el-klapbare sidespejle m. varme, bakkamera, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, automatisk start/stop, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, dab+ radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, digitalt cockpit, android auto, apple carplay, usb tilslutning, armlæn, isofix, kopholder, stofindtræk, splitbagsæde, læderrat, automatisk lys, led kørelys, Matrix fuld led forlygter, airbag, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, mørktonede ruder i bag, ikke ryger, svingbart træk (manuel)","Odense V, Fyn",id1950,Detaljer,"Middelfartvej 50, 5200 Odense V",CVR-nr.: 27268188,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6280472
294.800 kr.,VW ID.4Life 5d,"7/2024, 11.000 km, 359 km rækkevidde, El","Undgå at køre forgæves - Kontakt os inden besigtigelse

ID.4 i den fine Grenadilla Black metallak ⚫

En rigtig fin elektrisk SUV med en rækkevidde på 362km iflg. WLTP og 170HK.
Høj indstigning, god komfort og støjsvag kørsel - og så har bilen i øvrigt svingbart anhængertræk, og kan trække op til 1.000kg, så den også kan bruges til det praktiske.

Highlights fra udstyrslisten på denne model 👍
✅ Varmepumpe
✅ Bakkamera
✅ Adaptiv fartpilot
✅ Varme i rattet og sædevarme
✅ Navigation
✅ Trådløs Apple CarPlay og Android Auto
✅ Svingbart træk med el-frigørelse

✅Komfortpakke
- 2 USB-C indgange foran samt 2 USB-C ladestik i midterkonsol bag
- Climatronic klimaanlæg med 2 zoner og Air Care
- El-opvarmede sprinklerdyser
- Forrude opvarmelig (uden tråde), lyddæmpet og infrarød reflekterende
- Forsæder med indstillelig varme
- Midterkonsol m. udtagelige og justerbare holdere samt opbevaringsrum
- Multifunktionslæderrat med varme
- Regn sensor

✅Multimediapakke
- Navigation Discover Pro
- Mobiltelefonforberedelse Comfort med induktiv opladning

✅Assistentpakke
- Bakkamera
- Ambientebelysning ved dørhåndtag
- Nøglefri betjening Advanced
- Tyverialarm
- Pre-Crash
- Intelligent Park Assist
✅Interiørpakke Style Grey/Black
- Ambientebelysning i 30 farver
- Bagsæderyglæn asymmetrisk delt (60/40) med skiklap, midterarmlæn og kopholdere, - Forsæder med højdeindstilling
- Indtræk i ArtVelour microfleece


👍REDRIVE - Alle vores biler har gennemgået en kosmetisk og teknisk klargøring og gennemgået på mere end x kontrolpunkter inden køb og levering
👍FINANSIERING - Vi tilbyder fast- og variabel rente, med- og uden udbetaling, kort- eller lang løbetid… Kort og godt vi tilpasser finansieringen dine ønsker og behov
👍FORSIKRING - Vi arbejder sammen med mange af de bedste forsikringsselskaber og tilbyder en forsikringsløsning, hvor prisen er lav – og dækningen god!
👍SERVICEAFTALE - Ønsker du serviceaftale så tilbyder vi flere forskellige løsninger – alt afhængig af bilen og dine ønsker
👍GARANTI - Ønsker du mere end købelovens bestemmelser, så har vi mulighed for at tilbyde dig yderligere dækninger, således du trygt kan køre i bilen i mange år


aut., varme i rat, 2 zone klima, elektrisk kabinevarmer, fjernb. c.lås, nøglefri betjening, adaptiv fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, 4x el-ruder, el-klapbare sidespejle m. varme, bakkamera, parkeringssensor (bag), parkeringssensor (for), dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab+ radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, apple carplay, android auto, internet, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, automatisk lys, led kørelys, fuld led forlygter, 7 airbags, abs, antispin, esp, vognbaneassistent, automatisk nødbremsesystem, tagræling, mørktonede ruder i bag, 1 ejer, ikke ryger, svingbart træk (manuel)","Vejen, Syd- og Sønderjylland",id4367,Detaljer,"Vestermarksvej 1, 6600 Vejen",CVR-nr.: 77552812,https://www.bilbasen.dk/brugt/bil/vw/id4/life-5d/6328927
