Model,Pris,Kørte_kilometer,Link_til_bil
VW ID.4 Pro Performance NAVI/AHK/ACC/MATRIX-LED/360,"41.450 €ab 546€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance NAVI/AHK/ACC/MATRIX-LED/360●○○○○ Hoher Preis: 41.450 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 12800 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",12.800 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1825625225&num_on_page=2&page=73&search_id=56382974&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro GOAL,"53.823 €ab 710€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro GOAL●○○○○ Hoher Preis: 53.823 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1872966449&num_on_page=3&page=73&search_id=56382974&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance WÄRMEPUMPE CAM ACC LM20 NAVI,"37.384 €ab 492€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance WÄRMEPUMPE CAM ACC LM20 NAVI●○○○○ Hoher Preis: 37.384 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 1315 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Aktives Kurvenlicht, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",1.315 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1903308577&num_on_page=4&page=73&search_id=56382974&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro LED Matrix Alu AHK easy open,"37.590 €ab 495€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro LED Matrix Alu AHK easy open●○○○○ Hoher Preis: 37.590 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 25966 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Servolenkung, Anhängerkupplung, Fensterheber×",25.966 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1887429920&num_on_page=5&page=73&search_id=56382974&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pure PDC LED Navi AppConnect LaneAssist Climatronic,"24.777 €ab 326€ finanzieren ↗●●●●○ Guter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pure PDC LED Navi AppConnect LaneAssist Climatronic●●●●○ Guter Preis: 24.777 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 23.900 €●●●●○ Guter Preis: 23.900 € zu 25.200 €●●●○○ Fair Preis: 25.200 € zu 27.900 €●●○○○ Erhöhter Preis: 27.900 € zu 29.200 €●○○○○ Hoher Preis: 29.200 € zu 53.100 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 109 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 28888 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Scheckheftgepflegt, Servolenkung×",28.888 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907852106&num_on_page=1&page=73&search_id=56382974&title=VW+ID.4+gebraucht+kaufen
VW ID.4 GTX 4Mo. 5.-J.-GAR PANO IQ-LIGHT AHK KAMERA,"43.950 €ab 579€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 GTX 4Mo. 5.-J.-GAR PANO IQ-LIGHT AHK KAMERA●○○○○ Hoher Preis: 43.950 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 225 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 11600 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Aktives Kurvenlicht, Außenspiegel, Navigation, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",11.600 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907950234&num_on_page=2&page=73&search_id=56382974&title=VW+ID.4+gebraucht+kaufen
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
VW ID.4 Family DSG *AHK*KEYLESS*PANO*,"32.490 €ab 427€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Family DSG *AHK*KEYLESS*PANO*●○○○○ Hoher Preis: 32.490 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 49818 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",49.818 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1888301014&num_on_page=1&page=74&premium=false&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen 77 kw/h Wärmepumpe inkl. Vollkasko-Versicherung,474 €/ Monat,20 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1529559796&num_on_page=2&page=74&premium=false&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen (E21),430 €/ Monat,8.778 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1870380931&num_on_page=3&page=74&premium=false&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen 150 kW Pro Performance inkl. Vollkasko-Versicherung,449 €/ Monat,20 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1529555922&num_on_page=1&page=74&search_id=56363782&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen 77 kw/h Wärmepumpe inkl. Vollkasko-Versicherung,474 €/ Monat,20 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1529308381&num_on_page=2&page=74&search_id=56363782&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen 150 kW Pro Performance inkl. Vollkasko-Versicherung,449 €/ Monat,20 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1529301518&num_on_page=3&page=74&search_id=56363782&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performence ACC MatrixLED NaviPro Rear View CCS Wärmepumpe 1-Gang-Automatik,"37.980 €ab 500€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performence ACC MatrixLED NaviPro Rear View CCS Wärmepumpe 1-Gang-Automatik●○○○○ Hoher Preis: 37.980 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 7154 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",7.154 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907974663&num_on_page=1&page=74&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro Performance NAVI MATRIX-LED ACC PDC,"30.500 €ab 402€ finanzieren ↗●●○○○ Erhöhter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro Performance NAVI MATRIX-LED ACC PDC●●○○○ Erhöhter Preis: 30.500 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 50000 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Stabilitätskontrolle (ESP), Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Regensensor, Sitzheizung, Servolenkung×",50.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1906310896&num_on_page=2&page=74&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro 77 kWh 210 kW 4MOTION Pro 5 Türen,440 €/ Monat,- km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1909523730&num_on_page=1&page=74&search_id=56363782&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro 77 kWh Move AHK LED NAVI RFK WINTERRÄDER,518 €/ Monat,1 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1872232039&num_on_page=2&page=74&search_id=56363782&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance Pumpe IQLight Pano ACC LM21,"35.950 €ab 474€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance Pumpe IQLight Pano ACC LM21●○○○○ Hoher Preis: 35.950 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 15820 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",15.820 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1903282218&num_on_page=1&page=74&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro 77 kW/h 03/25 Abgabe AHK Top-Ausstattun,"59.999 €ab 790€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro 77 kW/h 03/25 Abgabe AHK Top-Ausstattun●○○○○ Hoher Preis: 59.999 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 210 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 9999 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",9.999 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1895581192&num_on_page=2&page=74&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
"VW ID.4 Pro 210 kW (286 PS) 77 kWh *AHK, Navi*","50.270 €ab 662€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro 210 kW (286 PS) 77 kWh *AHK, Navi*●○○○○ Hoher Preis: 50.270 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1851455094&num_on_page=3&page=74&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro GOALMATRIX-LED+KAMERA,"57.393 €ab 756€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro GOALMATRIX-LED+KAMERA●○○○○ Hoher Preis: 57.393 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 210 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1877570388&num_on_page=1&page=74&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4,"28.570 €ab 376€ finanzieren ↗●●●○○ Fair Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4●●●○○ Fair Preis: 28.570 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 39470 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",39.470 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1905544716&num_on_page=2&page=74&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen GTX Max (77 kWh) *Vollausstattung*/AKTION!!,"37.990 €ab 500€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen GTX Max (77 kWh) *Vollausstattung*/AKTION!!●○○○○ Hoher Preis: 37.990 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 64000 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",64.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1906252086&num_on_page=3&page=74&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro 77 kWh 210 kW 4MOTION Goal 5 Türen,498 €/ Monat,- km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1909525706&num_on_page=4&page=74&search_id=56363782&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance AHK Navi Matrix Kamera,"38.760 €ab 510€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance AHK Navi Matrix Kamera●○○○○ Hoher Preis: 38.760 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 18260 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",18.260 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1854607560&num_on_page=4&page=74&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro GOAL +AHK+MATRIX+NAVI+KLIMA,"57.299 €ab 755€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro GOAL +AHK+MATRIX+NAVI+KLIMA●○○○○ Hoher Preis: 57.299 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1886045851&num_on_page=1&page=74&search_id=56383031&title=VW+ID.4+gebraucht+kaufen
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
VW ID.4 Goal Pro AHK-klappbar Navi LED ACC El. Heckklappe Apple CarPlay Android Auto,"53.824 €ab 710€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Goal Pro AHK-klappbar Navi LED ACC El. Heckklappe Apple CarPlay Android Auto●○○○○ Hoher Preis: 53.824 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 210 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1851475255&num_on_page=1&page=75&premium=false&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen GTX 4M 299HP E-HEAT MATRIX-LED NAVI VAT,"38.591 €ab 508€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen GTX 4M 299HP E-HEAT MATRIX-LED NAVI VAT●○○○○ Hoher Preis: 38.591 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 49800 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Allrad, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Servolenkung, Fensterheber×",49.800 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1895770166&num_on_page=2&page=75&premium=false&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance | NAVI | LED | ACC | AHK |,"37.749 €ab 497€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance | NAVI | LED | ACC | AHK |●○○○○ Hoher Preis: 37.749 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 25917 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",25.917 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1905746152&num_on_page=3&page=75&premium=false&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
VW ID.4 1st Pro Performance 77 kWh 5 Türen,"30.950 €ab 408€ finanzieren ↗●●○○○ Erhöhter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 1st Pro Performance 77 kWh 5 Türen●●○○○ Erhöhter Preis: 30.950 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.800 €●●●●○ Guter Preis: 25.800 € zu 27.200 €●●●○○ Fair Preis: 27.200 € zu 30.100 €●●○○○ Erhöhter Preis: 30.100 € zu 31.500 €●○○○○ Hoher Preis: 31.500 € zu 57.300 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2020Kraftstoff: ElektroGetriebe: AKilometerzähler: 40150 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Navigation, Regensensor, Sitzheizung, Servolenkung, Fensterheber×",40.150 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910335329&num_on_page=1&page=75&search_id=56383091&title=VW+ID.4+gebraucht+kaufen
