Model,Pris_DKK,Kilometer_kategori,Land
VW ID.4 Pro Perf. IQ.LIGHT 20 PANO NAVI AREAVIEW ACC,332912.5625,26790,Tyskland
VW ID.4 Volkswagen GTX AHK IQ.LIGHT NAVI KAMERA,402765.625,8900,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW,300793.74999999994,26000,Tyskland
VW ID.4 PRO GOAL 77 KWH 1GANGAUTOMATIK ACCRADAR,501291.875,0,Tyskland
VW ID.4 Pro 77 kWh 210 kW Move mit Infotainm.P. 5 Türen,520736.37500000006,0,Tyskland
VW ID.4 Volkswagen ID4 Pro Perf 77kWh 150kW Navi 8fach Winterreifen,358521.9375,6750,Tyskland
VW ID.4 Volkswagen Pro AHKCarPlayMATRIXLMKlimaASoundSys,357925.9375,15317,Tyskland
VW ID.4 Pro GOAL InfotainmentDesign Paket AHK LM19,454356.875,4900,Tyskland
VW ID.4 Volkswagen GTX 4MOTION Navi GTX21ZollPanoAHK,374362.5,22546,Tyskland
"VW ID.4 Volkswagen Pro Performance 15077 359,ohne Anzahlung",306837.5625,24694,Tyskland
VW ID.4 Volkswagen 220 kW 4Motion GTX,445603.125,18500,Tyskland
VW ID.4 Volkswagen Pro GOAL 210 kW 286 PS 77 kWh SOFORT VERFÜGBAR,4823875,1,Tyskland
VW ID.4 Pro GOAL 77 kWh 1GangAutomatik AHKKam.,518659.6875,0,Tyskland
VW ID.4 Volkswagen Pure 109 kW,307312.5,37000,Tyskland
VW ID.4 Volkswagen Pro 150kW 1Gang Automatik 4 Türen,329569.375,44009,Tyskland
VW ID.4 Volkswagen Pro 150kW 1Gang Automatik 4 Türen,310013.125,25975,Tyskland
VW ID.4 Volkswagen 150 kW Pro Performance,371335.9375,15000,Tyskland
VW ID.4 Volkswagen Performance Upgrade Pro,302656.25,6900,Tyskland
VW ID.4 PURE 52 KWh 170 PS NAVIPDCKLIMALED,235606.25,29439,Tyskland
VW ID.4 PURE LM18 NAVIPRO SITZH LED ACC CLIMATRONIC,237375.625,66505,Tyskland
VW ID.4 Volkswagen Pure LED NAVI DAB PDC KLIMA ESP BT BC,2803062.5,26182,Tyskland
VW ID.4 Volkswagen Pure ACC Leichtmetallfelgen Ganzjahresreifen,2821687.5,38329,Tyskland
VW ID.4 PRO LM21 AHK KAMERA NAVI,351546.875,21680,Tyskland
VW ID.4 Volkswagen PRO PERFORMANCE WÄRMEPUMPE 82kWh KAMERA AHK,278816.25,56996,Tyskland
"VW ID.4 Volkswagen ProPerformanceJETZT ab 2,74 Zins",356203.125,6000,Tyskland
VW ID.4 Volkswagen Pro AHKACCCarPlayLMel.Heck3xKlimaPDC,345167.8125,23200,Tyskland
VW ID.4 Volkswagen PURE NAVI PDC LED,222382.5,31774,Tyskland
VW ID.4 Pure GOAL Navi Klima DesignPaket Radio,437594.375,0,Tyskland
VW ID.4 Pro Performance Family 77 KWh Kam. Matrix Panoramadach,284869.375,73027,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh AssistenzInfo,269121.9375,47699,Tyskland
VW ID.4 Volkswagen Pro Performance AHK LED Navi ParkPilot Alu1,296361,19281,Tyskland
VW ID.4 Pro 77 kWh 210 kW Goal 5 Türen,501226.68750000006,0,Tyskland
VW ID.4 Pro Performance LED Navi BT AHK Klima PDCvh,305263.75,13100,Tyskland
VW ID.4 Pro Performance 150kW 1Gang Automatik,362163.125,13817,Tyskland
VW ID.4 Pro Performance Matrix Navi Sitzhzg,344096.875,6489,Tyskland
VW ID.4 Volkswagen Pro WärmepGlasdAHKHeadUPIQLight2J Garantie,395781.25,13600,Tyskland
VW ID.4 Volkswagen Pro IQ.Drive AHK KomfortPlus InterieurPlus,502316.25,10000,Tyskland
VW ID.4 Volkswagen GTX 4MOTION 299HP PHEAT NAVI CARPLAY VAT,396731.125,8220,Tyskland
VW ID.4 Pro LM20 KAMERA IQ.LIGHT NAVIPRO,351919.375,28117,Tyskland
VW ID.4 Pro Performance 77 kWh 150 kW Pro 5 Türen,288221.875,23745,Tyskland
"VW ID.4 Pro GOAL DesignPaket,20Drammen,AHK",501226.68750000006,0,Tyskland
VW ID.4 Volkswagen 150 kW Pro Performance,350150,16800,Tyskland
VW ID.4 PURE LM18 NAVIPRO SITZH LED ACC CLIMATRONIC,231322.5,66505,Tyskland
VW ID.4 Volkswagen Pure Ganzjahresreifen KAMERA KEYLESS LED BT,2691312.5,9339,Tyskland
VW ID.4 Elektro Pro Performance AHKMatrixNAVRFK,353316.25,8997,Tyskland
VW ID.4 PRO LM21 AHK KAMERA NAVI,351546.875,21680,Tyskland
VW ID.4 Volkswagen GTX 4M SportAssis WärmepumpeIQ.LED AHK,379940.6875,24170,Tyskland
VW ID.4 GTX 4Mo. 20 PANO SCHALE WÄRMEPUMPE,336460.625,29993,Tyskland
VW ID.4 PRO GOAL 77 KWH 1GANGAUTOMATIK ACCRADAR,501291.875,50,Tyskland
VW ID.4 Pro Performance 150 kW SHZ Matrix Kamera,358810.625,6256,Tyskland
VW ID.4 Volkswagen Pro 150kW 1Gang Automatik 4 Türen,248634.43750000003,60073,Tyskland
VW ID.4 150 kW Pro Performance mit InfotainmentPak,420831.875,4592,Tyskland
VW ID.4 Volkswagen Pro Performance LED ACC Navi AppConnect,269680.6875,34200,Tyskland
VW ID.4 GTX 4MOTION 77 kWh ARHuDPanoWärmepumpe,413754.375,22000,Tyskland
VW ID.4 Pure Performance Navi ACC SHZ AppCon,306288.125,6500,Tyskland
VW ID.4 GTX Navi AHK Pano DCC WP Kamera 21LM,372034.375,26811,Tyskland
VW ID.4 Volkswagen Pro,3678437.5,15518,Tyskland
VW ID.4 Volkswagen GTX AWD 299HP TBAR CAM LEDMATRIX NAVI VAT,412357.5,22480,Tyskland
VW ID.4 Volkswagen 150 kW Pro Performance 1st KLIMA LED NAVI A,273312.5625,37249,Tyskland
VW ID.4 Volkswagen 150 kW 1st FIRST EDITION Pro Performance,260563.75,63317,Tyskland
VW ID.4 Volkswagen Pro Performance Life 204PS CCS Navi 25MwSt,249388.75,99170,Tyskland
VW ID.4 Volkswagen Performance Pro LED Navi AHK 21 Zoll ACC,3436312.5,16418,Tyskland
VW ID.4 Elektro Pro RKSKAHKLEDIQLightPDCNavi,493376.25,4000,Tyskland
VW ID.4 Volkswagen Pro AHKACCCarPlayLMKlimaASoundSysPDC,357087.8125,4136,Tyskland
VW ID.4 Volkswagen Pure Info NaviCCS,213256.25,30160,Tyskland
VW ID.4 Pure Performance,310013.125,15239,Tyskland
VW ID.4 Volkswagen Pure mit Wartungspaket inklusive,2970687.5,1,Tyskland
VW ID.4 Pro Performance Sportpaket Plus WärmepumpeAHKKamera,369054.375,27590,Tyskland
VW ID.4 Volkswagen Pro AHK Winterr. RearView Anschlussgarantie,3287312.5,35392,Tyskland
"VW ID.4 GTX 4Motion 220 kW Navigation, Headup Display",372406.875,25850,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,520335.9375,0,Tyskland
VW ID.4 Volkswagen Performance Pro LED Navi AHK 21 Zoll ACC,3436312.5,16418,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,520335.9375,0,Tyskland
VW ID.4 Volkswagen Pro Performance 150kW Bidirektionales Laden,311782.5,7652,Tyskland
VW ID.4 Pro 4MOTION 77 kWh 1GangAutomatik,481717.00000000006,0,Tyskland
VW ID.4 Volkswagen Pure NAVI LED PDC SPURH KLIMAA SOUNDSYS,226750.06250000003,21684,Tyskland
VW ID.4 Volkswagen 220 kW GTX 4Motion,464600.625,5000,Tyskland
VW ID.4 Volkswagen Pure 170 PS,3063812.5,1,Tyskland
VW ID.4 Pro,486252.1875,0,Tyskland
VW ID.4 Volkswagen Pure GOAL 125kW 52kWh Design,4283750,1,Tyskland
VW ID.4 Pure Performance Navi ACC,469191.68750000006,10,Tyskland
VW ID.4 Pro 77 kWh 1GangAutomatik Move Sofort Verfügbar,486280.12500000006,8,Tyskland
VW ID.4 Volkswagen Pro 204PS 77kWh KomfortAssistenz Wärmepumpe,352943.75,11930,Tyskland
VW ID.4 Pro WÄRMEPUMPE 21 IQ.LIGHT AHK NAVI PANO AREAVIEW DCC ACC DAB,360850.0625,19850,Tyskland
VW ID.4 Pro Performance Basis Wärmepumpe Navi ACC,491215.75000000006,10,Tyskland
VW ID.4 Pro 150kW 1Gang Automatik 4 Türen,248643.75,60073,Tyskland
VW ID.4 Volkswagen Pro AHK IQ.Light,5038062.5,1,Tyskland
"VW ID.4 Pro 210 kW Goal, AHK, DesignPaket",488021.5625,10,Tyskland
VW ID.4 Pro 77kWhLEDAssistenzpaketRFKWärmepumpe,342513.75,17040,Tyskland
VW ID.4 286 PS 77 kWh 1GangAutomatik Pro 210 kW mit InfotainmentPaket,594714.875,0,Tyskland
VW ID.4 Volkswagen Pro h LED KAMERA NAVI KEYLESS,4712125,1,Tyskland
VW ID.4 Pro 77 kWh Automatik Pro InfotainmentPaket,503322.00000000006,10,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,486252.1875,0,Tyskland
VW ID.4 Pro WÄRMEPUMPE 21 IQ.LIGHT AHK NAVI PANO AREAVIEW DCC ACC DAB,360850.0625,19850,Tyskland
VW ID.4 Volkswagen GTX NP72 PANO LM21 AHK,416175.625,13271,Tyskland
VW ID.4 Pro Elektro aut. ACC AHK 150kW 20...,446813.75,19277,Tyskland
VW ID.4 Pure 109kW 1Gang Automatik 4 Türen,200870.625,27205,Tyskland
VW ID.4 Volkswagen Pro GOAL AHK Desingpaket,5066000,1,Tyskland
VW ID.4 Pro Performance 1st Max 77 KWh HUD 360 AHK DCC Panoramadach,269038.125,109732,Tyskland
VW ID.4 Volkswagen 220kW 4Mot GTX WP HUD ACC Matrix Navi Kamer,316531.875,13519,Tyskland
VW ID.4 Volkswagen Pure Performance SOFORT,4563125,10,Tyskland
VW ID.4 Volkswagen GTX ACCKameraMatrixLED,297534.375,40978,Tyskland
VW ID.4 Volkswagen Pro Performance 15077 E1H,465438.75,6000,Tyskland
VW ID.4 Pro Performance 150 kW AHK 360 Matrix,348566.875,22894,Tyskland
VW ID.4 Pro Performance,350615.625,17380,Tyskland
VW ID.4 1st MAX MATRIX NAVI WÄRMEPUMPE PANO AHK,331431.875,18501,Tyskland
VW ID.4 Pro 77kWhAHKMatrixWärmepumpe08.28Garantie,343445,23890,Tyskland
VW ID.4 Volkswagen PRO PERFORMANCE MATRIXPANOKAMAHK,372202.00000000006,8600,Tyskland
VW ID.4 Volkswagen GTX Stuttgart Spezial Sportwochen Limitierte Aktion,3641187.5,1,Tyskland
VW ID.4 Volkswagen Pro AHKMatrixACCMassageCarPlayHUDLM,381579.6875,30574,Tyskland
VW ID.4 Pro Performance AHK Navi LED ACC Klima SHZ,371289.375,4490,Tyskland
VW ID.4 GTX 77kWhAHKMatrixHuDPano36008.28Garantie,398202.5,25980,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,486093.87500000006,0,Tyskland
VW ID.4 GTX 4MOTION 77 KWH AUTOMATIK ACCRADARALLR,354806.25,31700,Tyskland
VW ID.4 Volkswagen Pure 52 kWh CarplayAndroid navi 19Inc,236509.5625,37604,Tyskland
VW ID.4 Pro Move AHKNaviSHZLEDPDC,486280.12500000006,10,Tyskland
VW ID.4 Volkswagen Pro LM20 KAMERA IQ.LIGHT NAVIPRO,339813.125,28117,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,522943.4375,0,Tyskland
VW ID.4 Pro Performance Navi IQ.Light DAB RearView e213mn,288221.875,77347,Tyskland
VW ID.4 Pure PDC LED Navi AppConnect LaneAssist,230735.8125,25561,Tyskland
VW ID.4 Pro 77kWh GOAL AHK NAVI IQLIGHT DESIGN,534444.375,0,Tyskland
VW ID.4 Volkswagen Pro Performance 1st MaxMATRIXPANOHUDACC,352757.5,35000,Tyskland
"VW ID.4 Volkswagen ProPerformanceJETZT ab 2,74 Zins",356203.125,6325,Tyskland
VW ID.4 Pro Performance NAVI AHK PANO LED,377063.125,24215,Tyskland
VW ID.4 Volkswagen Pro Performance Sportpaket AD Navi LED ACC,352757.5,16868,Tyskland
VW ID.4 Volkswagen Pro Performance,3659812.5,6490,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh ExtStyleWärmep,297068.75,53620,Tyskland
VW ID.4 GTX 77kWhAHKMatrixPanoWärmepumpe04.29Garantie,465438.75,14170,Tyskland
VW ID.4 GTX 4Motion InfotainmentPaketAHK,444671.875,7500,Tyskland
VW ID.4 Pro 210 kW Goal,521267.1875,0,Tyskland
VW ID.4 GTX NAVI PANO LED ACC KEYLESS EL.HECK 360,361790.625,39000,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,362908.125,19000,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW Pro 20,323050.625,21000,Tyskland
VW ID.4 Pro Performance Tech Pano SHZ Navi MatrixLE,315973.125,39193,Tyskland
VW ID.4 Pro GOAL 77 kWh 1GangAutomatik ACC DynLi,520335.9375,0,Tyskland
VW ID.4 Volkswagen 150kW Pro Performance Life KLIMA LED NAVI A,264931.3125,44967,Tyskland
VW ID.4 Volkswagen GTX 4MOTION PANO NAVI LED AHK,4646937.5,9218,Tyskland
VW ID.4 Volkswagen PRO LM19 WÄRMEPUMPE NAVIPRO ACC,259632.5,72944,Tyskland
VW ID.4 Volkswagen Pro MOVE CAM ACC LM19 EKLAPPE NAVI SITZHZ.,460652.125,9104,Tyskland
VW ID.4 Pure 125 kW 170 PS 52 kWh 1GangAutomati,522990,0,Tyskland
VW ID.4 Volkswagen Pro Performance CCSAHKKAMERAMATRIXACC,3091750,8703,Tyskland
VW ID.4 PRO LM20 AHK KAMERA NAVI,351546.875,17204,Tyskland
VW ID.4 Pro 21077 E1H Pro 210 kW Goal,530561.0625,0,Tyskland
VW ID.4 Pure GOAL 125 kW 170 PS 52 kWh,434968.25000000006,0,Tyskland
VW ID.4 PRO PERFORMANCE LEDKAMERAPANOAHKDCCAPP,380592.5625,12600,Tyskland
VW ID.4 Volkswagen GTX Navi AHK Panoramadach Sitzheizung Leich,435350.0625,21451,Tyskland
VW ID.4 PRO PERFORMANCE PANOAHKARHUDKAMWÄRMEPU,415607.5625,15400,Tyskland
VW ID.4 GTX 4M 79 kWhInfotainmentp.AHKIQ.DRIVEWÄRMEP.,671291.5625,0,Tyskland
VW ID.4 Volkswagen Pro,3678437.5,15518,Tyskland
VW ID.4 Volkswagen Pro 210 kW 286 PS 77 kWh SOFORT VERFÜGBAR,5615437.5,1,Tyskland
VW ID.4 Pro Performance AHK Navi LED ACC Klima SHZ,360952.5,13230,Tyskland
VW ID.4 Volkswagen 1st Pro Performance 77 kWh 1st,209531.25,116500,Tyskland
VW ID.4 Volkswagen GTX AWD 299HP TBAR MATRIXLED EHEAT VAT,391991.06250000006,19010,Tyskland
"VW ID.4 ProPerformanceJETZT ab 2,74 Zins",356203.125,6325,Tyskland
VW ID.4 Volkswagen 77KWH PRO PERFORMANCE WARMTEPOMP CAME,371559.4375,4000,Tyskland
VW ID.4 Goal AHK Navi LED Kamera PDC LM Tempo,528670.625,15,Tyskland
VW ID.4 Volkswagen 150 kW Pro Performance 82kWhIQACCHEADUP,368681.875,16100,Tyskland
VW ID.4 Pure Navi LED CCS App Connect Klimaauto.,242031.875,32000,Tyskland
VW ID.4 Pro 1st Edition ACC Kamera LED NAVI Klima,372034.375,22350,Tyskland
VW ID.4 Pro Performance Life AHKNaviLEDACCKamera,314483.125,74500,Tyskland
VW ID.4 Pro Performance AHK Navi LED ACC Klima SHZ,360952.5,13360,Tyskland
"VW ID.4 Volkswagen Pro S 4Motion, Panorama SH ACC Parkpilot",343631.25,22480,Tyskland
VW ID.4 Pro Performance AHK Navi Pano CarPlay 360,399320,4588,Tyskland
VW ID.4 Pro Performance 77kWh Gar.07.2028 AHKIQLIGHTRFAHRKAMERA,343445,55429,Tyskland
VW ID.4 Volkswagen Pure Performance 170PS CCS LED AHK,213256.25,31940,Tyskland
VW ID.4 GTX 4x4 PDACH NAVI 9x21 MATRIXLED,333108.125,20000,Tyskland
VW ID.4 Pro Performance NAVI LED ACC PDC SPURH SHZ,274253.125,29948,Tyskland
VW ID.4 Volkswagen PURE LM19 WÄRMEPUMPE NAVIPRO SITZHZ,228621.875,56418,Tyskland
VW ID.4 Pro 77 kWh Move AHK LED Navi RFK,479621.68750000006,0,Tyskland
VW ID.4 GTX 4Motion Wärmepumpe Allrad AD Navi Soundsystem Klimaautom SD Keyless Verkehrszeichenerk.,407421.875,16000,Tyskland
VW ID.4 GTX AHKMatrixPano360Wärmepumpe05.29Garantie,498032.5,1720,Tyskland
VW ID.4 Volkswagen 4 Motion GTX AHK PANO KAMERA WÄRMEP,418596.875,21790,Tyskland
VW ID.4 Pro Performance AHK Navi LED ACC SHZ,360952.5,29090,Tyskland
VW ID.4 Pure Performance 52 kWh Navi LED Climatronic,259818.75,19000,Tyskland
VW ID.4 Volkswagen Family DSG AHKKEYLESSPANO,307219.375,49818,Tyskland
VW ID.4 Pro GOAL 286 PS 77 kWh 1GangAutomatik AHK,501226.68750000006,10,Tyskland
VW ID.4 Volkswagen Pro Performance150 kW Life 77kWhWärmepumpe,260740.68750000003,45000,Tyskland
VW ID.4 Volkswagen GTX 4MOTIONPANOAHKRFKNAVAPPPARKASSIST,6528062.5,17000,Tyskland
VW ID.4 PURE PERFORMANCE NAVI AHK LED,234488.75,64409,Tyskland
VW ID.4 Volkswagen GTX 4Motion,393173.75,23300,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh Sport21Komfort,371568.75,11540,Tyskland
VW ID.4 GTX 4Motion Wärmepumpe Pano ACC DCC IQ.Light,335035.8125,28445,Tyskland
VW ID.4 Pure GOAL,434968.25000000006,1,Tyskland
VW ID.4 Volkswagen Pro GOAL h Klima Navi Rückfahrkamera,7235812.5,1,Tyskland
VW ID.4 Pro Performance 77 kWh,362721.875,10800,Tyskland
VW ID.4 Volkswagen Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik ️sofort verfügbar️,4758687.5,1,Tyskland
VW ID.4 GTX AHK Matrix Panorama Head UP Sthz ACC Navi,548394.5,9000,Tyskland
VW ID.4 Volkswagen PURE LM18 NAVIPRO SITZH LED ACC CLIMATRONI,225269.375,66505,Tyskland
VW ID.4 Volkswagen Pro 77 GOAL sofort verfügbar,5038062.5,1,Tyskland
VW ID.4 Pro Performance IQ.LIGHTAHKPANONAVIWÄRMEPUMPEKAMERA21ZOLL,379940.6875,14800,Tyskland
VW ID.4 Pro Performance WÄRMEAHKIQLACCNAV21,341023.75,18900,Tyskland
VW ID.4 Elektro Pure NAVLEDRFKKeylessSH,232253.75,29758,Tyskland
"VW ID.4 Volkswagen Pure Performance Navi, LED, CCS, ACC",3287312.5,39500,Tyskland
VW ID.4 Pro Performance Family Navi Pano AHK IQLED ACC PDC SHZ,274625.625,88573,Tyskland
VW ID.4 Pro Performance AHK Navi LED ACC SHZ,350615.625,26100,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,492864.0625,0,Tyskland
VW ID.4 Volkswagen Pro AHKMassageWPumpeCarPlay360HUDLM,395175.9375,24076,Tyskland
VW ID.4 Volkswagen Pure 1GangAuto. ID.Sonderleasing,3333875,1,Tyskland
VW ID.4 GTX 4M Sportpaket Bluetooth Head Up Display,381626.25,28056,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,325471.875,26790,Tyskland
VW ID.4 Pro Performance 1st Edition AHKLEDKameraACC,313365.625,53590,Tyskland
VW ID.4 Volkswagen GTX 4M Matrix ACC Pano Navi,344376.25,28200,Tyskland
VW ID.4 Volkswagen Pro BIS 31.12.,3771562.5,1,Tyskland
VW ID.4 Performance Pure 125 kW LEDNavi,227876.875,51500,Tyskland
VW ID.4 Volkswagen Pro AHKCarPlayMATRIXLMKlimaASoundSys,358577.8125,9275,Tyskland
VW ID.4 Volkswagen GTX 4Motion SportKomfortDesignPLUS Pano,362256.25,34930,Tyskland
VW ID.4 Volkswagen Pro Performance 82 kWh brutto,314669.375,13429,Tyskland
VW ID.4 Volkswagen Elektro Pro Performance AHKMatrixNAVRFK,353316.25,8997,Tyskland
VW ID.4 Volkswagen Pro Perfor 1st Max Matrix Pano WP 360 HUD,200125.625,183614,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,507996.875,0,Tyskland
VW ID.4 Pro Performance 1st Max MatrixLEDPanoSit,329662.5,27300,Tyskland
VW ID.4 Volkswagen Pro sofort verfügbar,4907687.5,1,Tyskland
VW ID.4,537890,7500,Tyskland
VW ID.4 Volkswagen Pro Goal 77 kWh STANDKLIMAAHKDESINGPAKET20,4795937.5,1,Tyskland
VW ID.4 Volkswagen Pro 8fach IQLIGHT AHK,3529437.5,12400,Tyskland
VW ID.4 GTX PanoMatrixTopSportAssistDCC360MemKam,334970.625,34487,Tyskland
VW ID.4 Volkswagen Pro Performance 1st LED AHK,287476.875,76031,Tyskland
VW ID.4 Volkswagen Pro Performance,3659812.5,6490,Tyskland
VW ID.4 Volkswagen Pure 148PS Info NaviCCS,227225,35430,Tyskland
VW ID.4 Volkswagen GTX 4MOTIONPANOAHKRFKNAVAPPPARKASSIST,6528062.5,17000,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW SHZ Matrix Kamera,353688.75,6256,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,353269.6875,11534,Tyskland
VW ID.4 Volkswagen Pro Performance IQ.LIGHTAHKDIGITALNAVIK,349200.12500000006,14400,Tyskland
VW ID.4 Pro,372500,61100,Tyskland
VW ID.4 220 kW GTX 4Motion Pano Head Up 360 Kamera,400428.1875,28000,Tyskland
VW ID.4 GTX Allrad 220kW ACC Pano Navi Cam LED Keyless,357506.875,27500,Tyskland
VW ID.4 Volkswagen GTX PANO AHK WINTERRÄDER GARANTIE,3883312.5,26979,Tyskland
VW ID.4 GTX 4MOTION 77 kWhARHuDAHKWärmepumpe,423066.875,32500,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh KomfortWärmep,278443.75,31510,Tyskland
VW ID.4 Volkswagen Pro 1st First Edition AHK WR,369687.62500000006,47500,Tyskland
VW ID.4 Pure 125kW 1Gang Automatik 4 Türen,228994.375,40931,Tyskland
"VW ID.4 Volkswagen Pure Performance Navi, LED, CCS, ACC",3278000,39500,Tyskland
VW ID.4 Pro AHK Navi LED Kamera PDC LM Tempo Pro,521267.1875,15,Tyskland
VW ID.4 Volkswagen BEV Pro Automatik,292961.9375,24909,Tyskland
VW ID.4 Volkswagen Performance Pro LED Navi AHK 21 Zoll ACC,353781.875,16418,Tyskland
VW ID.4 Volkswagen Pro Performance AHKPanodachCamLED,377063.125,14000,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,614783.3125,0,Tyskland
VW ID.4 Volkswagen Pure BIS 31.12.,3063812.5,1,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,520335.9375,0,Tyskland
VW ID.4 Volkswagen PURE PERFORMANCE NAVI AHK LED,222382.5,64409,Tyskland
VW ID.4 Pure Performance Goal,471938.87500000006,8,Tyskland
VW ID.4 Volkswagen GOAL Sondermodell sofort verfügbar gewerblich,4460687.5,1,Tyskland
VW ID.4 Volkswagen Pure Performance 52 kWh 125 kW Pure Pure,260656.875,29518,Tyskland
VW ID.4 Pro 210 kW Move Navi LED ACC El. Heckklappe Apple CarPlay,464535.43750000006,0,Tyskland
VW ID.4 GOAL Navi LED Kamera PDC LM Tempo Klima,459292.5,15,Tyskland
VW ID.4 Volkswagen 150 kW Pro Performance,381765.9375,11500,Tyskland
VW ID.4 Volkswagen Pro PanoMatrixNaviKamera3DLEDAHK19,273135.625,68088,Tyskland
VW ID.4 1st MAX MATRIX NAVI WÄRMEPUMPE PANO AHK,331431.875,18501,Tyskland
VW ID.4 Volkswagen Pure InfoNavi,229087.5,33290,Tyskland
VW ID.4 Volkswagen GTX 4Mo. AHK PANO KAMERA inkl. Winterräder,4181312.5,26000,Tyskland
VW ID.4 Volkswagen GTX 4MOTION PANO NAVI AHK ACC,4404812.5,18511,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI PANO AHK LED,4097500,19088,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI AHK ACC LED,3771562.5,11919,Tyskland
VW ID.4 Volkswagen GTX 4MOTION PANO NAVI ACC LED,4470000,29698,Tyskland
VW ID.4 Volkswagen ID.4Pro77kWh,423718.75,12000,Tyskland
VW ID.4 Volkswagen Family 77 kWh 150 kW Family,216050,115000,Tyskland
VW ID.4 Pro Performance AHK Navi LED ACC SHZ Kamera,360952.5,17100,Tyskland
VW ID.4 Pro 77 kWh 210 kW Goal 5 Türen,498684.375,0,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,360160.9375,12032,Tyskland
VW ID.4 Volkswagen GTX 4Motion 1GangAutomatik,4311687.5,21632,Tyskland
VW ID.4 GTX mit EntertainmentPaket 4Motion,454915.625,9500,Tyskland
VW ID.4 Volkswagen Performance UpgradePro 1st Max,302190.62500000006,70000,Tyskland
VW ID.4 PRO PERFORMANCE LM19 KAMERA IQ.LIGHT NAVI,281703.125,56376,Tyskland
VW ID.4 Volkswagen Pro AHK Matrix 5J.Gar. ACC KeyLess Navi LM,369007.8125,20000,Tyskland
VW ID.4 Pro Performance NAVI LED ACC PDC,257676.875,45409,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,365096.5625,8232,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW 77kWh,257490.625,41293,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh,522943.4375,10,Tyskland
VW ID.4 Volkswagen Pro Performance,391078.4375,25500,Tyskland
VW ID.4 Pro Performance AHKKameraNavi,349125.625,12040,Tyskland
VW ID.4 Volkswagen GTX 4MOTION PANO NAVI AHK ACC,4404812.5,18511,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI AHK ACC LED,3771562.5,11919,Tyskland
VW ID.4 Volkswagen GTX 4MOTION PANO NAVI ACC LED,4470000,29698,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI PANO AHK LED,4097500,19088,Tyskland
VW ID.4 Volkswagen GTX 4Mo. AHK PANO KAMERA inkl. Winterräder,4181312.5,26000,Tyskland
VW ID.4 PURE PERFORMANCE NAVI AHK LED,228435.625,64409,Tyskland
VW ID.4 Volkswagen Pro ACCLMSport3xKlimaSoundSysKeyLess,373198.4375,9615,Tyskland
VW ID.4 PURE FAHRSCHULAUSSTATTUNG KAMERA NAVI,233278.125,31707,Tyskland
VW ID.4 Pro Performance Wärmepumpe LEDNaviACC,275929.375,44071,Tyskland
VW ID.4 Volkswagen GTX 4Motion 1GangAutomatik,4311687.5,21632,Tyskland
VW ID.4 Pro Performance IQ.LightMatrix Navi AHK Kamera DAB SHZ,371289.375,23640,Tyskland
VW ID.4 Volkswagen Pro 8fach IQLIGHT AHK,3529437.5,12400,Tyskland
VW ID.4 Pro Performance AHK LED ACC Klima SHZ Kamera,360952.5,21370,Tyskland
VW ID.4 Volkswagen Pro Performance Matrix Keyless Rfk WiRä,287653.8125,29997,Tyskland
VW ID.4 PURE PERFORMANCE NAVI AHK LED,228435.625,64409,Tyskland
VW ID.4 Pro GOAL 286PS 77 kWh 1GangAutomatik,522943.4375,0,Tyskland
VW ID.4 Pro Goal GOAL,534472.3125,0,Tyskland
